"I","PI0","PI1","QI","LI","TI"
913,21.31,21.31,74,11,15
914,19,19,0.3,11,15
915,17,17,90,11,15
916,16.31,16.31,74,11,15
917,10.13,10.13,52,11,15
918,10,10,102.5,11,15
919,9,9,132.9,11,15
920,8.9,8.9,6.5,11,15
921,5,5,98,11,15
922,4.5,4.5,105.5,11,15
923,4.15,4.15,0.2,11,15
924,3,3,192,11,15
925,2,2,200,11,15
926,1,1,325.7,11,15
927,0.5,0.5,95.6,11,15
928,0.2,0.2,3.6,11,15
929,0.13,0.13,52,11,15
930,0.1,0.1,53,11,15
931,0,0,11663.7,11,15
932,180.3,180.3,17478,11,16
933,180,180,22.6,11,16
934,179.99,179.99,217,11,16
935,150,150,12.2,11,16
936,140,140,20.8,11,16
937,134.12,134.12,132.6,11,16
938,121.6,121.6,20.4,11,16
939,120,120,59.4,11,16
940,110,110,487.7,11,16
941,101,101,692.7,11,16
942,100,100,386.2,11,16
943,92.7,92.7,20,11,16
944,90,90,347.1,11,16
945,89.99,89.99,200,11,16
946,89,89,0.2,11,16
947,84.98,84.98,300,11,16
948,80,80,191.2,11,16
949,75,75,0.2,11,16
950,71.36,71.36,0.1,11,16
951,70,70,1,11,16
952,66.56,66.56,50,11,16
953,65,65,16.3,11,16
954,62.85,62.85,0.9,11,16
955,60.97,60.97,135.5,11,16
956,60,60,0.3,11,16
957,56,56,5,11,16
958,55.97,55.97,65.5,11,16
959,54.7,54.7,3.8,11,16
960,50,50,1.7,11,16
961,49.5,49.5,23,11,16
962,46.66,46.66,92.8,11,16
963,45,45,7.5,11,16
964,43.66,43.66,69.6,11,16
965,43.4,43.4,20,11,16
966,43,43,5.5,11,16
967,41,41,5,11,16
968,40.66,40.66,69.6,11,16
969,40.4,40.4,20,11,16
970,40,40,66.3,11,16
971,39.93,39.93,1.1,11,16
972,38.4,38.4,10,11,16
973,35,35,51.7,11,16
974,34.66,34.66,69.6,11,16
975,34,34,50,11,16
976,31.66,31.66,69.6,11,16
977,30,30,69.6,11,16
978,29,29,50,11,16
979,28.66,28.66,92.8,11,16
980,26,26,14.6,11,16
981,25,25,7,11,16
982,19,19,0.3,11,16
983,17,17,90,11,16
984,16.56,16.56,39.4,11,16
985,11.56,11.56,39.4,11,16
986,10.13,10.13,52,11,16
987,10,10,102.4,11,16
988,9,9,138.7,11,16
989,8.9,8.9,3.6,11,16
990,5,5,98,11,16
991,4.5,4.5,105.7,11,16
992,3.99,3.99,0.2,11,16
993,3,3,191.9,11,16
994,2,2,200,11,16
995,1,1,336.4,11,16
996,0.5,0.5,95.7,11,16
997,0.2,0.2,4.4,11,16
998,0.13,0.13,52,11,16
999,0.1,0.1,53.1,11,16
1000,0,0,11329.7,11,16
1001,180.3,180.3,17323.1,11,17
1002,180,180,22.7,11,17
1003,179.99,179.99,147,11,17
1004,150,150,12.1,11,17
1005,140,140,20.8,11,17
1006,134.12,134.12,132.6,11,17
1007,121.6,121.6,20.4,11,17
1008,120,120,59,11,17
1009,110,110,569.2,11,17
1010,100.69,100.69,661.2,11,17
1011,100,100,405.6,11,17
1012,92.48,92.48,20.3,11,17
1013,90,90,262.7,11,17
1014,89.99,89.99,200,11,17
1015,89,89,0.2,11,17
1016,84.98,84.98,300,11,17
1017,80,80,195.8,11,17
1018,75,75,0.2,11,17
1019,71.78,71.78,0.1,11,17
1020,70,70,1,11,17
1021,66.09,66.09,100,11,17
1022,65,65,154.8,11,17
1023,62.85,62.85,0.9,11,17
1024,60,60,78.8,11,17
1025,56,56,5.1,11,17
1026,53.3,53.3,3.8,11,17
1027,50,50,1.7,11,17
1028,49.5,49.5,24.1,11,17
1029,45,45,13,11,17
1030,43.57,43.57,93.5,11,17
1031,43.4,43.4,20,11,17
1032,41,41,5,11,17
1033,40.57,40.57,70.1,11,17
1034,40.4,40.4,20,11,17
1035,40,40,70.2,11,17
1036,39.01,39.01,1.1,11,17
1037,38.4,38.4,10,11,17
1038,37.57,37.57,70.1,11,17
1039,35,35,41.6,11,17
1040,32,32,100,11,17
1041,31.57,31.57,70.1,11,17
1042,30,30,65,11,17
1043,29,29,0.3,11,17
1044,28.57,28.57,70.1,11,17
1045,26,26,14.8,11,17
1046,25.57,25.57,93.5,11,17
1047,25,25,6.9,11,17
1048,17,17,90,11,17
1049,16.09,16.09,29.4,11,17
1050,11.09,11.09,29.4,11,17
1051,10.13,10.13,52,11,17
1052,10,10,102.3,11,17
1053,9,9,138.7,11,17
1054,8.9,8.9,3.6,11,17
1055,5,5,98.1,11,17
1056,4.5,4.5,108.5,11,17
1057,3.9,3.9,0.2,11,17
1058,3,3,192.1,11,17
1059,2,2,200,11,17
1060,1,1,336.8,11,17
1061,0.5,0.5,95.6,11,17
1062,0.2,0.2,4.6,11,17
1063,0.13,0.13,52,11,17
1064,0.1,0.1,52.9,11,17
1065,0,0,11176.9,11,17
1066,180.3,180.3,17801.8,11,18
1067,180,180,173.6,11,18
1068,150,150,12.5,11,18
1069,140,140,21.6,11,18
1070,134.12,134.12,132.6,11,18
1071,121.6,121.6,20.4,11,18
1072,120,120,61.4,11,18
1073,110,110,565.5,11,18
1074,103.41,103.41,311.5,11,18
1075,100.24,100.24,21,11,18
1076,100,100,414.3,11,18
1077,90,90,275.4,11,18
1078,89.99,89.99,200,11,18
1079,89,89,0.2,11,18
1080,84.98,84.98,300,11,18
1081,82,82,10.9,11,18
1082,80,80,207.5,11,18
1083,76.63,76.63,0.1,11,18
1084,76,76,140.5,11,18
1085,75,75,0.2,11,18
1086,73.88,73.88,100,11,18
1087,71,71,70.5,11,18
1088,70,70,1.1,11,18
1089,65,65,5.7,11,18
1090,62.85,62.85,0.9,11,18
1091,60,60,0.3,11,18
1092,58.8,58.8,4,11,18
1093,56,56,5.3,11,18
1094,50,50,1.7,11,18
1095,49.5,49.5,25.4,11,18
1096,47.52,47.52,95.6,11,18
1097,45,45,13.1,11,18
1098,44.52,44.52,71.7,11,18
1099,43.4,43.4,20,11,18
1100,41.52,41.52,71.7,11,18
1101,41,41,5.2,11,18
1102,40.57,40.57,1.3,11,18
1103,40.4,40.4,20,11,18
1104,40,40,67.3,11,18
1105,38.4,38.4,10,11,18
1106,35.52,35.52,71.7,11,18
1107,35,35,51.7,11,18
1108,32.52,32.52,71.7,11,18
1109,30,30,65.5,11,18
1110,29.52,29.52,95.6,11,18
1111,29,29,0.3,11,18
1112,26,26,15.5,11,18
1113,25,25,6.8,11,18
1114,23.88,23.88,203.9,11,18
1115,18.88,18.88,203.9,11,18
1116,18,18,50,11,18
1117,17,17,90,11,18
1118,10.13,10.13,52,11,18
1119,10,10,102.3,11,18
1120,9,9,129.3,11,18
1121,5,5,148,11,18
1122,4.5,4.5,111.8,11,18
1123,4.06,4.06,0.2,11,18
1124,3,3,192.2,11,18
1125,2,2,200,11,18
1126,1,1,327.8,11,18
1127,0.5,0.5,95,11,18
1128,0.2,0.2,3.8,11,18
1129,0.13,0.13,52,11,18
1130,0.1,0.1,52.4,11,18
1131,0,0,11509.4,11,18
1132,180.3,180.3,18745.4,11,19
1133,180,180,124.8,11,19
1134,150,150,12.7,11,19
1135,140,140,23,11,19
1136,134.12,134.12,169.8,11,19
1137,121.6,121.6,34.2,11,19
1138,120,120,65.3,11,19
1139,118.58,118.58,249.6,11,19
1140,110,110,704.5,11,19
1141,109.02,109.02,20.9,11,19
1142,100,100,256,11,19
1143,99,99,116.3,11,19
1144,90,90,381.2,11,19
1145,89.99,89.99,200,11,19
1146,89,89,0.2,11,19
1147,85,85,132,11,19
1148,84.98,84.98,300,11,19
1149,82.22,82.22,99.9,11,19
1150,81.7,81.7,0.2,11,19
1151,80,80,0.2,11,19
1152,75,75,42.2,11,19
1153,72.5,72.5,4,11,19
1154,70,70,1.4,11,19
1155,65,65,5.8,11,19
1156,62.85,62.85,0.9,11,19
1157,53,53,5.1,11,19
1158,51.1,51.1,96.8,11,19
1159,50,50,1.7,11,19
1160,49.5,49.5,25.8,11,19
1161,48.1,48.1,72.6,11,19
1162,45.1,45.1,72.6,11,19
1163,45,45,13,11,19
1164,43.4,43.4,20,11,19
1165,43.19,43.19,1.4,11,19
1166,40.4,40.4,20,11,19
1167,40,40,68.7,11,19
1168,39.1,39.1,72.6,11,19
1169,38.4,38.4,10,11,19
1170,38,38,5.1,11,19
1171,36.1,36.1,72.6,11,19
1172,35,35,71.8,11,19
1173,33.1,33.1,96.8,11,19
1174,32.22,32.22,225,11,19
1175,30,30,64.9,11,19
1176,29,29,0.3,11,19
1177,27.22,27.22,225,11,19
1178,25,25,56.4,11,19
1179,23,23,15.2,11,19
1180,17,17,90,11,19
1181,10.13,10.13,52,11,19
1182,10,10,102.3,11,19
1183,9,9,52.7,11,19
1184,7,7,50,11,19
1185,5,5,98,11,19
1186,4.95,4.95,116.3,11,19
1187,4.32,4.32,0.2,11,19
1188,3,3,192.6,11,19
1189,2,2,200,11,19
1190,1,1,328.4,11,19
1191,0.5,0.5,95.3,11,19
1192,0.2,0.2,3.1,11,19
1193,0.13,0.13,52,11,19
1194,0.1,0.1,52.7,11,19
1195,0,0,12020.5,11,19
1196,180.3,180.3,19686.7,11,20
1197,180,180,24.9,11,20
1198,150,150,433.9,11,20
1199,149,149,250.6,11,20
1200,140,140,24.5,11,20
1201,134.11,134.11,197.1,11,20
1202,130,130,1,11,20
1203,120,120,65.8,11,20
1204,118.8,118.8,0.1,11,20
1205,113.92,113.92,20.6,11,20
1206,110,110,517.5,11,20
1207,100,100,5.9,11,20
1208,99,99,115.3,11,20
1209,95,95,139.7,11,20
1210,90.29,90.29,100,11,20
1211,90,90,187.1,11,20
1212,89.99,89.99,200,11,20
1213,89.6,89.6,0.2,11,20
1214,89,89,0.2,11,20
1215,85,85,129.5,11,20
1216,84.98,84.98,300,11,20
1217,80,80,0.2,11,20
1218,75,75,49.7,11,20
1219,73.4,73.4,4.1,11,20
1220,70,70,1.1,11,20
1221,65,65,6,11,20
1222,62.85,62.85,0.5,11,20
1223,57.14,57.14,97.4,11,20
1224,54.14,54.14,73,11,20
1225,53,53,4.4,11,20
1226,51.14,51.14,73,11,20
1227,50,50,1.6,11,20
1228,49.5,49.5,25.9,11,20
1229,45.97,45.97,1.4,11,20
1230,45.14,45.14,73,11,20
1231,45,45,13.3,11,20
1232,43.4,43.4,20,11,20
1233,42.14,42.14,73,11,20
1234,40.4,40.4,20,11,20
1235,40.29,40.29,225,11,20
1236,40,40,69.4,11,20
1237,39.14,39.14,97.4,11,20
1238,38.4,38.4,10,11,20
1239,38,38,4.4,11,20
1240,35.29,35.29,224.9,11,20
1241,35,35,61.9,11,20
1242,32,32,50,11,20
1243,30,30,65.1,11,20
1244,29,29,0.3,11,20
1245,25,25,6.2,11,20
1246,24,24,50,11,20
1247,23,23,16.4,11,20
1248,17,17,90,11,20
1249,10.13,10.13,52,11,20
1250,10,10,102.5,11,20
1251,9,9,34.8,11,20
1252,5,5,98,11,20
1253,4.95,4.95,115.3,11,20
1254,4.6,4.6,0.2,11,20
1255,3,3,192.7,11,20
1256,2,2,200,11,20
1257,1,1,328.7,11,20
1258,0.5,0.5,95.4,11,20
1259,0.2,0.2,2.6,11,20
1260,0.13,0.13,52,11,20
1261,0.1,0.1,52.8,11,20
1262,0,0,12126.6,11,20
1263,180.3,180.3,19529.4,11,21
1264,180,180,23.9,11,21
1265,170,170,421,11,21
1266,150,150,11.9,11,21
1267,149,149,241.1,11,21
1268,140,140,24.3,11,21
1269,134.11,134.11,197.1,11,21
1270,130,130,1,11,21
1271,120,120,64.3,11,21
1272,118.8,118.8,0.1,11,21
1273,114.36,114.36,18.3,11,21
1274,110,110,511.3,11,21
1275,100,100,6.2,11,21
1276,99,99,110,11,21
1277,95,95,127.3,11,21
1278,92.2,92.2,100,11,21
1279,90,90,181,11,21
1280,89.99,89.99,200,11,21
1281,89.34,89.34,0.2,11,21
1282,89,89,0.2,11,21
1283,85,85,12,11,21
1284,84.98,84.98,300,11,21
1285,80,80,0.1,11,21
1286,75,75,100.2,11,21
1287,74.4,74.4,4.1,11,21
1288,70,70,1.1,11,21
1289,65,65,5.9,11,21
1290,62.85,62.85,0.5,11,21
1291,56.62,56.62,92.9,11,21
1292,53.62,53.62,69.6,11,21
1293,53,53,4.2,11,21
1294,50.62,50.62,69.6,11,21
1295,50,50,1.4,11,21
1296,49.5,49.5,24.1,11,21
1297,47.94,47.94,1.3,11,21
1298,45,45,11.6,11,21
1299,44.62,44.62,69.6,11,21
1300,43.4,43.4,20,11,21
1301,42.2,42.2,225,11,21
1302,41.62,41.62,69.6,11,21
1303,40.4,40.4,20,11,21
1304,40,40,72.7,11,21
1305,38.62,38.62,92.9,11,21
1306,38.4,38.4,10,11,21
1307,38,38,4.1,11,21
1308,37.2,37.2,225,11,21
1309,35,35,101.9,11,21
1310,30,30,65,11,21
1311,29,29,0.3,11,21
1312,25,25,5.9,11,21
1313,23,23,15.4,11,21
1314,22,22,50,11,21
1315,17,17,90,11,21
1316,15,15,0.1,11,21
1317,10.13,10.13,52,11,21
1318,10,10,102.9,11,21
1319,5,5,98,11,21
1320,4.95,4.95,110,11,21
1321,4.79,4.79,0.2,11,21
1322,3,3,192.8,11,21
1323,2,2,200,11,21
1324,1,1,376.5,11,21
1325,0.5,0.5,130.5,11,21
1326,0.2,0.2,2.6,11,21
1327,0.13,0.13,52,11,21
1328,0.1,0.1,53.5,11,21
1329,0,0,12138.8,11,21
1330,180.3,180.3,19268.5,11,22
1331,180,180,21.2,11,22
1332,160,160,363.4,11,22
1333,150,150,11.1,11,22
1334,140,140,24.8,11,22
1335,134.11,134.11,197.1,11,22
1336,132,132,0.1,11,22
1337,120,120,61,11,22
1338,115,115,410.7,11,22
1339,114.83,114.83,15.2,11,22
1340,110,110,501.1,11,22
1341,100,100,5.9,11,22
1342,99,99,98.2,11,22
1343,95,95,104,11,22
1344,92.79,92.79,100,11,22
1345,90,90,175.5,11,22
1346,89.99,89.99,200,11,22
1347,89,89,0.2,11,22
1348,88.94,88.94,0.2,11,22
1349,85,85,5,11,22
1350,84.98,84.98,300,11,22
1351,80,80,0.4,11,22
1352,76.6,76.6,3.9,11,22
1353,75,75,0.2,11,22
1354,70,70,80.9,11,22
1355,65,65,5.3,11,22
1356,62.85,62.85,0.5,11,22
1357,57.35,57.35,80.6,11,22
1358,54.35,54.35,60.4,11,22
1359,51.35,51.35,60.4,11,22
1360,51,51,3.2,11,22
1361,50,50,1.1,11,22
1362,49.5,49.5,20.3,11,22
1363,49.45,49.45,1.1,11,22
1364,46,46,30,11,22
1365,45.35,45.35,60.4,11,22
1366,45,45,10.7,11,22
1367,43.4,43.4,20,11,22
1368,42.79,42.79,224.9,11,22
1369,42.35,42.35,60.4,11,22
1370,40.4,40.4,20,11,22
1371,40,40,37.7,11,22
1372,39.35,39.35,80.6,11,22
1373,38.4,38.4,10,11,22
1374,37.79,37.79,224.9,11,22
1375,36,36,3.1,11,22
1376,35,35,101.9,11,22
1377,30,30,63.9,11,22
1378,29,29,0.3,11,22
1379,25,25,5,11,22
1380,23,23,50,11,22
1381,21,21,14.8,11,22
1382,17,17,90,11,22
1383,15,15,0.1,11,22
1384,10.13,10.13,52,11,22
1385,10,10,103.8,11,22
1386,5,5,98,11,22
1387,4.95,4.95,98.4,11,22
1388,3,3,193.1,11,22
1389,2,2,200,11,22
1390,1,1,320.4,11,22
1391,0.5,0.5,192.1,11,22
1392,0.2,0.2,2.7,11,22
1393,0.13,0.13,52,11,22
1394,0.1,0.1,54.8,11,22
1395,0.01,0.01,53,11,22
1396,0,0,12131.9,11,22
1397,180.3,180.3,17777,11,23
1398,180,180,149.4,11,23
1399,150,150,9.7,11,23
1400,140,140,24.9,11,23
1401,134.12,134.12,143.8,11,23
1402,121.6,121.6,9.2,11,23
1403,120,120,56.6,11,23
1404,117.84,117.84,394.3,11,23
1405,115,115,435.5,11,23
1406,110,110,487.5,11,23
1407,107.11,107.11,13.8,11,23
1408,100,100,5.7,11,23
1409,99,99,85.3,11,23
1410,95,95,91.8,11,23
1411,90,90,166.1,11,23
1412,89.99,89.99,200,11,23
1413,89,89,0.1,11,23
1414,85,85,6,11,23
1415,84.98,84.98,300,11,23
1416,80.74,80.74,0.1,11,23
1417,80,80,0.2,11,23
1418,75,75,85.2,11,23
1419,72.4,72.4,99.9,11,23
1420,70,70,1,11,23
1421,68.9,68.9,3.7,11,23
1422,65,65,5.9,11,23
1423,62.85,62.85,0.5,11,23
1424,52.4,52.4,70.7,11,23
1425,50,50,0.9,11,23
1426,49.5,49.5,18.7,11,23
1427,49.4,49.4,53,11,23
1428,47,47,4.4,11,23
1429,46.4,46.4,53,11,23
1430,45,45,3.3,11,23
1431,43.4,43.4,20,11,23
1432,43,43,6.3,11,23
1433,40.4,40.4,73,11,23
1434,40,40,62.8,11,23
1435,38.4,38.4,10,11,23
1436,38,38,3.8,11,23
1437,37.4,37.4,53,11,23
1438,35,35,80,11,23
1439,34.4,34.4,70.7,11,23
1440,34,34,1.9,11,23
1441,32,32,3.2,11,23
1442,30,30,65.6,11,23
1443,25,25,4.7,11,23
1444,22.4,22.4,219,11,23
1445,22,22,50,11,23
1446,17.4,17.4,218.9,11,23
1447,17,17,102.3,11,23
1448,15,15,0.1,11,23
1449,10.13,10.13,52,11,23
1450,10,10,104.4,11,23
1451,9,9,0.4,11,23
1452,5,5,98.1,11,23
1453,4.95,4.95,85.3,11,23
1454,4.7,4.7,0.2,11,23
1455,3,3,193,11,23
1456,2,2,200,11,23
1457,1,1,315.5,11,23
1458,0.5,0.5,200.2,11,23
1459,0.2,0.2,2.7,11,23
1460,0.13,0.13,52,11,23
1461,0.1,0.1,56,11,23
1462,0,0,12145.7,11,23
1463,180.3,180.3,15593.6,11,24
1464,180,180,18.1,11,24
1465,150,150,9.1,11,24
1466,140,140,22.2,11,24
1467,134.12,134.12,102,11,24
1468,120,120,51.8,11,24
1469,115,115,445.9,11,24
1470,110,110,385,11,24
1471,105.06,105.06,831.7,11,24
1472,104.5,104.5,82.3,11,24
1473,100,100,5.6,11,24
1474,96.55,96.55,13,11,24
1475,90,90,214.8,11,24
1476,89.99,89.99,200,11,24
1477,89,89,0.1,11,24
1478,85,85,0.1,11,24
1479,84.98,84.98,300,11,24
1480,80,80,86.2,11,24
1481,75.38,75.38,0.1,11,24
1482,75,75,0.2,11,24
1483,71,71,6.8,11,24
1484,70,70,0.8,11,24
1485,65,65,6.2,11,24
1486,62.85,62.85,0.5,11,24
1487,61.1,61.1,3.5,11,24
1488,60.97,60.97,4,11,24
1489,60,60,0.2,11,24
1490,56.38,56.38,99.9,11,24
1491,55.97,55.97,70,11,24
1492,50,50,0.6,11,24
1493,49.5,49.5,16.7,11,24
1494,48,48,64,11,24
1495,45,45,51.2,11,24
1496,44,44,2.9,11,24
1497,43.4,43.4,20,11,24
1498,42.61,42.61,1,11,24
1499,42,42,48,11,24
1500,40.4,40.4,20,11,24
1501,40,40,63,11,24
1502,39,39,48,11,24
1503,38.4,38.4,10,11,24
1504,36,36,48,11,24
1505,35,35,83.4,11,24
1506,33,33,64,11,24
1507,30,30,67.6,11,24
1508,29,29,2.9,11,24
1509,25,25,6.5,11,24
1510,20,20,50,11,24
1511,17,17,90,11,24
1512,15,15,0.1,11,24
1513,14,14,11.1,11,24
1514,10.13,10.13,52,11,24
1515,10,10,104.2,11,24
1516,9,9,0.3,11,24
1517,8,8,1.5,11,24
1518,5.23,5.23,82.3,11,24
1519,5,5,99.6,11,24
1520,4.26,4.26,0.2,11,24
1521,3,3,192.1,11,24
1522,2,2,200,11,24
1523,1,1,312.1,11,24
1524,0.5,0.5,236.7,11,24
1525,0.4,0.4,4.4,11,24
1526,0.2,0.2,4.1,11,24
1527,0.13,0.13,52,11,24
1528,0.1,0.1,56.9,11,24
1529,0,0,11345.3,11,24
1530,0,0,-16805.1,11,1
1531,0.01,0.01,-140,11,1
1532,0.1,0.1,-136,11,1
1533,0.2,0.2,-9.4,11,1
1534,0.5,0.5,-69.2,11,1
1535,0.6,0.6,-147.8,11,1
1536,1,1,-69,11,1
1537,2,2,-271.9,11,1
1538,5,5,-155.5,11,1
1539,5.2,5.2,-121.7,11,1
1540,5.5,5.5,-121.7,11,1
1541,6,6,-31.4,11,1
1542,6.5,6.5,-37.9,11,1
1543,6.99,6.99,-15.1,11,1
1544,7,7,-30.2,11,1
1545,8,8,-146.5,11,1
1546,10,10,-5.5,11,1
1547,12,12,-121.7,11,1
1548,13.99,13.99,-15.1,11,1
1549,15,15,-141.7,11,1
1550,15.1,15.1,-50,11,1
1551,16,16,-28.5,11,1
1552,16.2,16.2,-50,11,1
1553,17.3,17.3,-50,11,1
1554,18.4,18.4,-50,11,1
1555,19.9,19.9,-50,11,1
1556,20,20,-4.1,11,1
1557,20.12,20.12,-50,11,1
1558,21,21,-50,11,1
1559,21.5,21.5,-50,11,1
1560,22,22,-50,11,1
1561,23,23,-50,11,1
1562,24,24,-76,11,1
1563,26,26,-4.8,11,1
1564,28,28,-4.9,11,1
1565,28.2,28.2,-6.8,11,1
1566,37.3,37.3,-72.7,11,1
1567,38.8,38.8,-72.7,11,1
1568,39.3,39.3,-45,11,1
1569,39.8,39.8,-82.2,11,1
1570,40,40,-5.4,11,1
1571,40.03,40.03,-12,11,1
1572,41.1,41.1,-72.7,11,1
1573,42,42,-139.5,11,1
1574,42.5,42.5,-20,11,1
1575,47,47,-139.5,11,1
1576,47.5,47.5,-0.1,11,1
1577,49,49,-62,11,1
1578,50,50,-50,11,1
1579,50.13,50.13,-45,11,1
1580,50.47,50.47,-50,11,1
1581,50.5,50.5,-0.1,11,1
1582,50.81,50.81,-65,11,1
1583,50.94,50.94,-50,11,1
1584,51.41,51.41,-50,11,1
1585,51.62,51.62,-65,11,1
1586,52.75,52.75,-90,11,1
1587,54,54,-150,11,1
1588,54.47,54.47,-50,11,1
1589,54.94,54.94,-50,11,1
1590,55,55,-300.5,11,1
1591,55.41,55.41,-50,11,1
1592,55.5,55.5,-50,11,1
1593,55.97,55.97,-50,11,1
1594,56.44,56.44,-50,11,1
1595,56.91,56.91,-50,11,1
1596,60,60,-80,11,1
1597,60.47,60.47,-65,11,1
1598,61.09,61.09,-90,11,1
1599,61.72,61.72,-90,11,1
1600,62.37,62.37,-90,11,1
1601,63.05,63.05,-100,11,1
1602,63.52,63.52,-68.9,11,1
1603,64.01,64.01,-68.9,11,1
1604,65,65,-80,11,1
1605,65.5,65.5,-35,11,1
1606,70,70,-94.4,11,1
1607,70.01,70.01,-30.6,11,1
1608,70.13,70.13,-45,11,1
1609,71.2,71.2,-51.5,11,1
1610,72.8,72.8,-51.5,11,1
1611,73.1,73.1,-51.5,11,1
1612,73.34,73.34,-9.5,11,1
1613,73.35,73.35,-30.6,11,1
1614,73.5,73.5,-10,11,1
1615,75,75,-80,11,1
1616,75.7,75.7,-74.3,11,1
1617,76.69,76.69,-9.5,11,1
1618,76.7,76.7,-30.6,11,1
1619,79,79,-17,11,1
1620,79.5,79.5,-10,11,1
1621,80.03,80.03,-9.5,11,1
1622,80.04,80.04,-30.5,11,1
1623,84.6,84.6,-2,11,1
1624,132.3,132.3,-192,11,1
1625,145,145,-20,11,1
1626,145.01,145.01,-9.3,11,1
1627,160,160,-1164.5,11,1
1628,180,180,-864.9,11,1
1629,180.3,180.3,-83.7,11,1
1630,0,0,-15788.8,11,2
1631,0.1,0.1,-129.5,11,2
1632,0.2,0.2,-9.4,11,2
1633,0.5,0.5,-65,11,2
1634,0.6,0.6,-147.8,11,2
1635,1,1,-69,11,2
1636,2,2,-251,11,2
1637,5,5,-155.5,11,2
1638,5.2,5.2,-121.7,11,2
1639,5.5,5.5,-121.7,11,2
1640,6,6,-14.8,11,2
1641,6.5,6.5,-36.4,11,2
1642,6.99,6.99,-15.1,11,2
1643,7,7,-24.2,11,2
1644,8,8,-146.2,11,2
1645,10,10,-5.5,11,2
1646,12,12,-121.7,11,2
1647,13.99,13.99,-15.1,11,2
1648,15,15,-141.7,11,2
1649,15.1,15.1,-50,11,2
1650,16,16,-28.5,11,2
1651,16.2,16.2,-50,11,2
1652,17.3,17.3,-50,11,2
1653,18.4,18.4,-50,11,2
1654,19.9,19.9,-50,11,2
1655,20,20,-4.1,11,2
1656,20.12,20.12,-50,11,2
1657,21,21,-50,11,2
1658,21.5,21.5,-50,11,2
1659,22,22,-50,11,2
1660,23,23,-50,11,2
1661,23.2,23.2,-6.8,11,2
1662,24,24,-76,11,2
1663,26,26,-4.8,11,2
1664,28,28,-4.9,11,2
1665,30.03,30.03,-23,11,2
1666,37.3,37.3,-72.7,11,2
1667,38.8,38.8,-72.7,11,2
1668,39.3,39.3,-45,11,2
1669,39.8,39.8,-82.2,11,2
1670,40,40,-5.4,11,2
1671,40.03,40.03,-1,11,2
1672,41.1,41.1,-72.7,11,2
1673,42,42,-139.5,11,2
1674,42.5,42.5,-20,11,2
1675,47,47,-139.5,11,2
1676,47.5,47.5,-0.1,11,2
1677,49,49,-62,11,2
1678,50,50,-50,11,2
1679,50.13,50.13,-45,11,2
1680,50.47,50.47,-50,11,2
1681,50.5,50.5,-0.1,11,2
1682,50.81,50.81,-65,11,2
1683,50.94,50.94,-50,11,2
1684,51.41,51.41,-50,11,2
1685,51.62,51.62,-65,11,2
1686,52.75,52.75,-90,11,2
1687,54,54,-150,11,2
1688,54.47,54.47,-50,11,2
1689,54.94,54.94,-50,11,2
1690,55,55,-300.3,11,2
1691,55.41,55.41,-50,11,2
1692,55.5,55.5,-50,11,2
1693,55.97,55.97,-50,11,2
1694,56.44,56.44,-50,11,2
1695,56.91,56.91,-50,11,2
1696,60,60,-80,11,2
1697,60.47,60.47,-65,11,2
1698,61.09,61.09,-90,11,2
1699,61.72,61.72,-90,11,2
1700,62.37,62.37,-90,11,2
1701,63.05,63.05,-100,11,2
1702,63.52,63.52,-68.9,11,2
1703,64.01,64.01,-68.9,11,2
1704,65,65,-80,11,2
1705,65.5,65.5,-35,11,2
1706,70,70,-94.4,11,2
1707,70.01,70.01,-45.6,11,2
1708,70.13,70.13,-45,11,2
1709,71.2,71.2,-51.5,11,2
1710,72.8,72.8,-51.5,11,2
1711,73.1,73.1,-51.5,11,2
1712,73.34,73.34,-9.5,11,2
1713,73.35,73.35,-45.6,11,2
1714,73.5,73.5,-10,11,2
1715,75,75,-80,11,2
1716,75.7,75.7,-74.3,11,2
1717,76.69,76.69,-9.5,11,2
1718,76.7,76.7,-45.6,11,2
1719,79,79,-17,11,2
1720,79.5,79.5,-10,11,2
1721,80.03,80.03,-9.5,11,2
1722,80.04,80.04,-45.5,11,2
1723,84.6,84.6,-2,11,2
1724,132.3,132.3,-192,11,2
1725,145,145,-20,11,2
1726,145.01,145.01,-9.3,11,2
1727,160,160,-1164.5,11,2
1728,180,180,-864.9,11,2
1729,180.3,180.3,-83.4,11,2
1730,0,0,-15987.5,11,3
1731,0.1,0.1,-127.5,11,3
1732,0.2,0.2,-9.4,11,3
1733,0.5,0.5,-59.1,11,3
1734,0.6,0.6,-147.8,11,3
1735,1,1,-69,11,3
1736,2,2,-229.5,11,3
1737,5,5,-155.5,11,3
1738,5.2,5.2,-121.7,11,3
1739,5.5,5.5,-121.7,11,3
1740,6,6,-4.1,11,3
1741,6.5,6.5,-30.6,11,3
1742,6.99,6.99,-15.1,11,3
1743,7,7,-20.1,11,3
1744,8,8,-135.6,11,3
1745,10,10,-5.5,11,3
1746,12,12,-121.7,11,3
1747,13.99,13.99,-15.1,11,3
1748,15,15,-141.7,11,3
1749,15.1,15.1,-50,11,3
1750,16,16,-28.5,11,3
1751,16.2,16.2,-50,11,3
1752,17.3,17.3,-50,11,3
1753,18.4,18.4,-50,11,3
1754,19.9,19.9,-50,11,3
1755,20,20,-4.1,11,3
1756,20.12,20.12,-50,11,3
