"I","PI0","PI1","QI","LI","TI"
925,90,90,183.2,11,14
926,89.99,89.99,200,11,14
927,84.98,84.98,300,11,14
928,81,81,54.8,11,14
929,80,80,138.5,11,14
930,75.34,75.34,0.2,11,14
931,75,75,0.2,11,14
932,70.13,70.13,90.5,11,14
933,70,70,8.6,11,14
934,65.13,65.13,90.5,11,14
935,65,65,30.2,11,14
936,60,60,0.2,11,14
937,56,56,1.6,11,14
938,52.06,52.06,0.1,11,14
939,50,50,0.8,11,14
940,44.83,44.83,149.9,11,14
941,44,44,17,11,14
942,43.4,43.4,20,11,14
943,42.49,42.49,36.4,11,14
944,41,41,54.9,11,14
945,40.4,40.4,20,11,14
946,40,40,68,11,14
947,38.4,38.4,10,11,14
948,37,37,0.1,11,14
949,36,36,3.4,11,14
950,35,35,47.4,11,14
951,34,34,50,11,14
952,32.83,32.83,30.9,11,14
953,31,31,1.2,11,14
954,30,30,189.6,11,14
955,29.54,29.54,95,11,14
956,29,29,0.3,11,14
957,26,26,4.9,11,14
958,25.16,25.16,1.2,11,14
959,25,25,48.2,11,14
960,24.83,24.83,30.9,11,14
961,20,20,51.6,11,14
962,16,16,17.9,11,14
963,15,15,64.5,11,14
964,10,10,16.4,11,14
965,5.1,5.1,570,11,14
966,5,5,98.1,11,14
967,4.05,4.05,54.8,11,14
968,3,3,93.6,11,14
969,2,2,10,11,14
970,1,1,121.8,11,14
971,0.5,0.5,99.2,11,14
972,0.2,0.2,5.7,11,14
973,0.1,0.1,56.5,11,14
974,0.01,0.01,104,11,14
975,0,0,5186.8,11,14
976,180.3,180.3,17127.9,11,15
977,180,180,459.1,11,15
978,150,150,8.9,11,15
979,140,140,13.3,11,15
980,139.83,139.83,115.5,11,15
981,130,130,5.1,11,15
982,120,120,68.2,11,15
983,110,110,193.1,11,15
984,100.31,100.31,762.7,11,15
985,100,100,424.2,11,15
986,96.07,96.07,11.9,11,15
987,90,90,169.4,11,15
988,89.99,89.99,200,11,15
989,84.98,84.98,300,11,15
990,81,81,50,11,15
991,80,80,116.6,11,15
992,76.06,76.06,0.2,11,15
993,75,75,0.2,11,15
994,70,70,7.6,11,15
995,65,65,28,11,15
996,64.24,64.24,81.5,11,15
997,60,60,0.3,11,15
998,59.24,59.24,81.5,11,15
999,57.9,57.9,1.6,11,15
1000,52.06,52.06,0.1,11,15
1001,50,50,0.6,11,15
1002,44,44,14.3,11,15
1003,43.4,43.4,20,11,15
1004,42.49,42.49,37.5,11,15
1005,42,42,50,11,15
1006,41,41,3.8,11,15
1007,40.4,40.4,20,11,15
1008,40,40,60.9,11,15
1009,38.4,38.4,10,11,15
1010,37,37,0.1,11,15
1011,36,36,3.4,11,15
1012,35.75,35.75,150,11,15
1013,35,35,42,11,15
1014,33,33,50,11,15
1015,31,31,1.2,11,15
1016,30,30,183.5,11,15
1017,29.75,29.75,75.9,11,15
1018,29,29,0.3,11,15
1019,26,26,3.8,11,15
1020,25.75,25.75,75.9,11,15
1021,25,25,42.8,11,15
1022,24.68,24.68,95,11,15
1023,24,24,1,11,15
1024,23,23,40,11,15
1025,20,20,55.8,11,15
1026,16,16,7.7,11,15
1027,15,15,67.3,11,15
1028,10,10,16.5,11,15
1029,5.1,5.1,570,11,15
1030,5,5,103.1,11,15
1031,4.05,4.05,50,11,15
1032,3,3,93.7,11,15
1033,2,2,10,11,15
1034,1,1,118.1,11,15
1035,0.5,0.5,100.4,11,15
1036,0.2,0.2,5.7,11,15
1037,0.1,0.1,57.7,11,15
1038,0.01,0.01,104,11,15
1039,0,0,5061.8,11,15
1040,180.3,180.3,16296.2,11,16
1041,180,180,443.9,11,16
1042,150,150,8.3,11,16
1043,140,140,12.6,11,16
1044,139.83,139.83,102,11,16
1045,130,130,5,11,16
1046,120,120,63,11,16
1047,110,110,192.1,11,16
1048,100,100,417.9,11,16
1049,98.62,98.62,694.3,11,16
1050,92.7,92.7,10.9,11,16
1051,90,90,163,11,16
1052,89.99,89.99,200,11,16
1053,84.98,84.98,300,11,16
1054,81,81,48.7,11,16
1055,80,80,109.3,11,16
1056,75,75,0.2,11,16
1057,72.38,72.38,0.2,11,16
1058,70,70,7.1,11,16
1059,65,65,26,11,16
1060,60.97,60.97,77.5,11,16
1061,60,60,0.2,11,16
1062,55.97,55.97,77.5,11,16
1063,54.7,54.7,1.7,11,16
1064,52.06,52.06,0.1,11,16
1065,50,50,0.5,11,16
1066,44,44,13.3,11,16
1067,43.4,43.4,20,11,16
1068,40.4,40.4,20,11,16
1069,40,40,58.3,11,16
1070,38.4,38.4,10,11,16
1071,37,37,0.1,11,16
1072,36,36,3.2,11,16
1073,35,35,41.4,11,16
1074,34,34,53.2,11,16
1075,33.58,33.58,150,11,16
1076,31,31,1.1,11,16
1077,30,30,164.7,11,16
1078,29,29,50,11,16
1079,27.58,27.58,109.9,11,16
1080,26.38,26.38,110,11,16
1081,25,25,41,11,16
1082,23.58,23.58,109.9,11,16
1083,23.12,23.12,1,11,16
1084,20,20,53.2,11,16
1085,19,19,3.2,11,16
1086,15,15,65,11,16
1087,10,10,16.5,11,16
1088,9,9,8.1,11,16
1089,5.1,5.1,570,11,16
1090,5,5,103.1,11,16
1091,4.05,4.05,48.7,11,16
1092,3,3,94.1,11,16
1093,2,2,10,11,16
1094,1,1,117,11,16
1095,0.5,0.5,100.9,11,16
1096,0.2,0.2,6.4,11,16
1097,0.1,0.1,58.3,11,16
1098,0.01,0.01,104,11,16
1099,0,0,4950.8,11,16
1100,180.3,180.3,15282.9,11,17
1101,180,180,427.7,11,17
1102,150,150,8.1,11,17
1103,140,140,12.1,11,17
1104,139.83,139.83,102,11,17
1105,130,130,5,11,17
1106,120,120,61.5,11,17
1107,110,110,191.6,11,17
1108,100,100,413.8,11,17
1109,98.1,98.1,727.4,11,17
1110,92.48,92.48,10.7,11,17
1111,90,90,183,11,17
1112,89.99,89.99,200,11,17
1113,84.98,84.98,300,11,17
1114,80,80,107.9,11,17
1115,75,75,0.2,11,17
1116,71.23,71.23,0.1,11,17
1117,70,70,7.1,11,17
1118,65,65,101.4,11,17
1119,60,60,76.2,11,17
1120,53.3,53.3,1.6,11,17
1121,52.06,52.06,0.1,11,17
1122,50,50,0.5,11,17
1123,44,44,13.2,11,17
1124,43.4,43.4,20,11,17
1125,40.4,40.4,20,11,17
1126,40,40,57.1,11,17
1127,38.4,38.4,10,11,17
1128,37,37,0.1,11,17
1129,36,36,3,11,17
1130,35,35,40.6,11,17
1131,34,34,3.1,11,17
1132,32,32,100,11,17
1133,31.74,31.74,112,11,17
1134,31,31,1,11,17
1135,30,30,169.4,11,17
1136,29,29,50,11,17
1137,25.74,25.74,112,11,17
1138,25,25,160.3,11,17
1139,22.58,22.58,1,11,17
1140,21.74,21.74,112,11,17
1141,20,20,52.6,11,17
1142,19.74,19.74,0.9,11,17
1143,19,19,3.1,11,17
1144,15,15,64.2,11,17
1145,10,10,16.1,11,17
1146,9,9,7.8,11,17
1147,5.1,5.1,570,11,17
1148,5,5,103.1,11,17
1149,4.5,4.5,72,11,17
1150,3,3,94,11,17
1151,2,2,10,11,17
1152,1,1,116.5,11,17
1153,0.5,0.5,101.2,11,17
1154,0.2,0.2,7,11,17
1155,0.1,0.1,58.5,11,17
1156,0.01,0.01,104,11,17
1157,0,0,4950.8,11,17
1158,180.3,180.3,15708.4,11,18
1159,180,180,426.7,11,18
1160,150,150,8.3,11,18
1161,140,140,12.8,11,18
1162,139.83,139.83,102,11,18
1163,130,130,5.1,11,18
1164,120,120,63,11,18
1165,110,110,22.8,11,18
1166,105,105,169,11,18
1167,100.81,100.81,613.5,11,18
1168,100.24,100.24,11.1,11,18
1169,100,100,418.3,11,18
1170,95,95,2.3,11,18
1171,90,90,187,11,18
1172,89.99,89.99,200,11,18
1173,84.98,84.98,300,11,18
1174,80,80,110.3,11,18
1175,76.16,76.16,0.1,11,18
1176,76,76,15,11,18
1177,75,75,0.2,11,18
1178,71,71,100,11,18
1179,70,70,7.2,11,18
1180,65,65,26.1,11,18
1181,60,60,0.2,11,18
1182,58.8,58.8,1.5,11,18
1183,52.06,52.06,0.1,11,18
1184,50,50,0.5,11,18
1185,45,45,10,11,18
1186,44,44,13.7,11,18
1187,43.4,43.4,20,11,18
1188,40.4,40.4,20,11,18
1189,40,40,86.9,11,18
1190,38.4,38.4,10,11,18
1191,37,37,0.1,11,18
1192,36,36,3.1,11,18
1193,35,35,40.4,11,18
1194,34,34,3.2,11,18
1195,31.62,31.62,150,11,18
1196,31,31,1.1,11,18
1197,30,30,164.4,11,18
1198,27.67,27.67,150,11,18
1199,25,25,40,11,18
1200,23.49,23.49,1,11,18
1201,20.67,20.67,149.9,11,18
1202,20,20,52.7,11,18
1203,19,19,3.2,11,18
1204,18,18,50,11,18
1205,17.67,17.67,149.9,11,18
1206,15,15,63.8,11,18
1207,12,12,90,11,18
1208,10,10,16.3,11,18
1209,9,9,8.2,11,18
1210,8,8,90,11,18
1211,5.1,5.1,570,11,18
1212,5,5,148.1,11,18
1213,4.5,4.5,72.3,11,18
1214,3,3,93.7,11,18
1215,2,2,10,11,18
1216,1,1,26.3,11,18
1217,0.5,0.5,100.9,11,18
1218,0.2,0.2,6.6,11,18
1219,0.1,0.1,58.2,11,18
1220,0.01,0.01,104,11,18
1221,0,0,4860.8,11,18
1222,180.3,180.3,17441.2,11,19
1223,180,180,385.6,11,19
1224,150,150,9.7,11,19
1225,140,140,14.4,11,19
1226,139.82,139.82,146.1,11,19
1227,130,130,5.1,11,19
1228,120,120,238.1,11,19
1229,118.58,118.58,537.9,11,19
1230,110,110,144.8,11,19
1231,109.02,109.02,11.9,11,19
1232,100,100,307.4,11,19
1233,99,99,78.8,11,19
1234,95,95,2.5,11,19
1235,90,90,243.5,11,19
1236,89.99,89.99,200,11,19
1237,85.34,85.34,0.2,11,19
1238,85,85,8,11,19
1239,84.98,84.98,300,11,19
1240,80,80,3.2,11,19
1241,75,75,80.2,11,19
1242,73.5,73.5,1.9,11,19
1243,70,70,8,11,19
1244,65,65,28,11,19
1245,60,60,0.2,11,19
1246,52.06,52.06,0.1,11,19
1247,50,50,0.5,11,19
1248,48.39,48.39,75,11,19
1249,45,45,14.9,11,19
1250,44,44,15.2,11,19
1251,43.4,43.4,20,11,19
1252,42,42,3.5,11,19
1253,41.78,41.78,200,11,19
1254,40.4,40.4,20,11,19
1255,40,40,60,11,19
1256,38.87,38.87,53.5,11,19
1257,38.4,38.4,10,11,19
1258,38,38,1.2,11,19
1259,37.87,37.87,40.1,11,19
1260,37,37,0.1,11,19
1261,36.87,36.87,40.1,11,19
1262,35,35,1.3,11,19
1263,34.78,34.78,150,11,19
1264,33.87,33.87,40.1,11,19
1265,33,33,3.1,11,19
1266,32,32,0.8,11,19
1267,30.87,30.87,40.1,11,19
1268,30,30,125.3,11,19
1269,29.78,29.78,149.9,11,19
1270,29,29,0.3,11,19
1271,27.87,27.87,53.5,11,19
1272,25,25,85.9,11,19
1273,21,21,35,11,19
1274,20,20,3.3,11,19
1275,18,18,3.1,11,19
1276,15,15,1.5,11,19
1277,12,12,90,11,19
1278,10,10,16,11,19
1279,8,8,99.3,11,19
1280,7,7,50,11,19
1281,5.1,5.1,570,11,19
1282,5,5,98.2,11,19
1283,4.95,4.95,78.8,11,19
1284,3,3,93.7,11,19
1285,2,2,10,11,19
1286,1,1,26.9,11,19
1287,0.5,0.5,100.3,11,19
1288,0.2,0.2,5.6,11,19
1289,0.1,0.1,57.6,11,19
1290,0.01,0.01,104,11,19
1291,0,0,9729.5,11,19
1292,180.3,180.3,18496.3,11,20
1293,180,180,391.3,11,20
1294,150,150,10.2,11,20
1295,149,149,537.8,11,20
1296,140,140,15.7,11,20
1297,139.82,139.82,183.4,11,20
1298,130,130,6.2,11,20
1299,120,120,204.3,11,20
1300,113.92,113.92,12.4,11,20
1301,110,110,452.8,11,20
1302,100,100,7.7,11,20
1303,99,99,80.7,11,20
1304,95,95,123.7,11,20
1305,90,90,136.7,11,20
1306,89.99,89.99,200,11,20
1307,89.35,89.35,0.2,11,20
1308,85,85,4,11,20
1309,84.98,84.98,300,11,20
1310,80,80,2.9,11,20
1311,75,75,90.2,11,20
1312,71.9,71.9,2,11,20
1313,70,70,8.5,11,20
1314,65,65,27.7,11,20
1315,60,60,0.2,11,20
1316,54,54,54.6,11,20
1317,53,53,40.9,11,20
1318,52.06,52.06,0.1,11,20
1319,52,52,40.9,11,20
1320,50,50,0.5,11,20
1321,49,49,41.2,11,20
1322,48.88,48.88,200,11,20
1323,46,46,40.9,11,20
1324,45,45,15.2,11,20
1325,44,44,15.9,11,20
1326,43.4,43.4,20,11,20
1327,43,43,54.6,11,20
1328,42,42,3.7,11,20
1329,40.4,40.4,20,11,20
1330,40,40,60,11,20
1331,38.4,38.4,10,11,20
1332,38,38,1.3,11,20
1333,37,37,0.1,11,20
1334,35.88,35.88,149.9,11,20
1335,35,35,4.2,11,20
1336,32,32,50.8,11,20
1337,30.88,30.88,149.9,11,20
1338,30,30,125.2,11,20
1339,26.62,26.62,0.9,11,20
1340,24,24,50,11,20
1341,20,20,6,11,20
1342,15,15,1.5,11,20
1343,12,12,90,11,20
1344,10,10,26.6,11,20
1345,8,8,90,11,20
1346,5.1,5.1,570,11,20
1347,5,5,98.1,11,20
1348,4.95,4.95,80.7,11,20
1349,3,3,93.7,11,20
1350,2,2,10,11,20
1351,1,1,27.4,11,20
1352,0.5,0.5,100,11,20
1353,0.2,0.2,5,11,20
1354,0.1,0.1,57.4,11,20
1355,0.01,0.01,104,11,20
1356,0,0,9849.4,11,20
1357,180.3,180.3,18334.2,11,21
1358,180,180,369.1,11,21
1359,150,150,10.4,11,21
1360,149,149,524.4,11,21
1361,140,140,16,11,21
1362,139.82,139.82,177.4,11,21
1363,130,130,6.1,11,21
1364,120,120,205.1,11,21
1365,114.36,114.36,11.7,11,21
1366,110,110,454.1,11,21
1367,100,100,8.4,11,21
1368,99,99,80.2,11,21
1369,95,95,83.9,11,21
1370,90,90,136.8,11,21
1371,89.99,89.99,200,11,21
1372,88.79,88.79,0.2,11,21
1373,85,85,8,11,21
1374,84.98,84.98,300,11,21
1375,80,80,5.2,11,21
1376,75,75,85.2,11,21
1377,73,73,1.9,11,21
1378,70,70,8.3,11,21
1379,65,65,28.2,11,21
1380,60,60,0.2,11,21
1381,52.06,52.06,0.1,11,21
1382,52,52,54.4,11,21
1383,51.78,51.78,199.9,11,21
1384,51,51,40.8,11,21
1385,50,50,41.2,11,21
1386,47,47,40.8,11,21
1387,45,45,15.3,11,21
1388,44,44,56.5,11,21
1389,43.4,43.4,20,11,21
1390,42,42,3.7,11,21
1391,41,41,54.4,11,21
1392,40.78,40.78,149.9,11,21
1393,40.4,40.4,20,11,21
1394,40,40,60,11,21
1395,39,39,0.3,11,21
1396,38.4,38.4,10,11,21
1397,38,38,1.3,11,21
1398,37,37,0.1,11,21
1399,35.78,35.78,149.9,11,21
1400,35,35,4.1,11,21
1401,32,32,0.8,11,21
1402,30,30,124.9,11,21
1403,27.76,27.76,0.9,11,21
1404,22,22,50,11,21
1405,20,20,5.8,11,21
1406,15,15,1.4,11,21
1407,12,12,90,11,21
1408,10,10,25.5,11,21
1409,8,8,90,11,21
1410,5.1,5.1,570,11,21
1411,5,5,98.1,11,21
1412,4.95,4.95,80.2,11,21
1413,3,3,93.7,11,21
1414,2,2,10,11,21
1415,1,1,77.3,11,21
1416,0.5,0.5,100.2,11,21
1417,0.2,0.2,4.9,11,21
1418,0.1,0.1,57.6,11,21
1419,0.01,0.01,104,11,21
1420,0,0,9881.8,11,21
1421,180.3,180.3,18336,11,22
1422,180,180,367.5,11,22
1423,160,160,530.2,11,22
1424,150,150,10.2,11,22
1425,140,140,16.3,11,22
1426,139.82,139.82,190.3,11,22
1427,130,130,5,11,22
1428,120,120,204.2,11,22
1429,114.83,114.83,11.2,11,22
1430,110,110,454.3,11,22
1431,100,100,8.3,11,22
1432,99,99,52,11,22
1433,95,95,78.9,11,22
1434,90,90,136.2,11,22
1435,89.99,89.99,200,11,22
1436,89.1,89.1,52,11,22
1437,87.58,87.58,0.2,11,22
1438,85,85,7,11,22
1439,84.98,84.98,300,11,22
1440,80,80,5.1,11,22
1441,75,75,30.2,11,22
1442,74.8,74.8,1.9,11,22
1443,70,70,8.2,11,22
1444,65,65,25.3,11,22
1445,60,60,0.2,11,22
1446,52.06,52.06,0.1,11,22
1447,50,50,51.8,11,22
1448,49.79,49.79,199.9,11,22
1449,49,49,38.6,11,22
1450,48,48,38.6,11,22
1451,45,45,44,11,22
1452,44,44,15.2,11,22
1453,43.4,43.4,20,11,22
1454,42,42,42.4,11,22
1455,40.4,40.4,20,11,22
1456,40,40,20,11,22
1457,39,39,51.8,11,22
1458,38.79,38.79,150,11,22
1459,38.4,38.4,10,11,22
1460,38,38,1.3,11,22
1461,37,37,0.1,11,22
1462,35,35,101.4,11,22
1463,33.79,33.79,150,11,22
1464,33,33,2.2,11,22
1465,32,32,0.9,11,22
1466,30,30,124.2,11,22
1467,28.63,28.63,0.9,11,22
1468,23,23,50,11,22
1469,20,20,3,11,22
1470,18,18,2.1,11,22
1471,15,15,1.3,11,22
1472,12,12,90,11,22
1473,10,10,14.1,11,22
1474,8,8,100.5,11,22
1475,5.1,5.1,570,11,22
1476,5,5,98.1,11,22
1477,4.45,4.45,52,11,22
1478,3,3,93.8,11,22
1479,2,2,10,11,22
1480,1,1,25.8,11,22
1481,0.5,0.5,100.6,11,22
1482,0.2,0.2,4.6,11,22
1483,0.1,0.1,58,11,22
1484,0.01,0.01,157,11,22
1485,0,0,9878.4,11,22
1486,180.3,180.3,17534,11,23
1487,180,180,346,11,23
1488,150,150,9.7,11,23
1489,140,140,17.2,11,23
1490,139.82,139.82,146.1,11,23
1491,130,130,4.8,11,23
1492,120,120,218.8,11,23
1493,117.84,117.84,799.3,11,23
1494,110,110,442.9,11,23
1495,107.11,107.11,10.5,11,23
1496,100,100,8.8,11,23
1497,99,99,46.1,11,23
1498,95,95,69,11,23
1499,90,90,128,11,23
1500,89.99,89.99,200,11,23
1501,89.1,89.1,46.1,11,23
1502,85.18,85.18,0.2,11,23
1503,85,85,5,11,23
1504,84.98,84.98,300,11,23
1505,80,80,5,11,23
1506,75,75,60.2,11,23
1507,70,70,7.4,11,23
1508,68.9,68.9,1.6,11,23
1509,65,65,20.4,11,23
1510,60,60,0.2,11,23
1511,52.06,52.06,0.1,11,23
1512,50,50,0.2,11,23
1513,44,44,14.4,11,23
1514,43.4,43.4,20,11,23
1515,43,43,5.8,11,23
1516,42.39,42.39,99.9,11,23
1517,40.4,40.4,20,11,23
1518,40,40,24,11,23
1519,38.4,38.4,10,11,23
1520,38.38,38.38,47.7,11,23
1521,37.39,37.39,36,11,23
1522,37.38,37.38,35.7,11,23
1523,37,37,2.8,11,23
1524,36.38,36.38,35.7,11,23
1525,36,36,1.4,11,23
1526,35,35,71.1,11,23
1527,33.38,33.38,35.7,11,23
1528,32.39,32.39,35.9,11,23
1529,30.38,30.38,35.7,11,23
1530,30,30,125,11,23
1531,29,29,0.3,11,23
1532,27.38,27.38,47.7,11,23
1533,27.21,27.21,0.9,11,23
1534,22,22,52.7,11,23
1535,20,20,2.9,11,23
1536,15,15,1.4,11,23
1537,12,12,98.4,11,23
1538,10,10,13.5,11,23
1539,8,8,90,11,23
1540,5.1,5.1,570,11,23
1541,5,5,98.1,11,23
1542,4.45,4.45,46.1,11,23
1543,3,3,93.7,11,23
1544,2,2,10,11,23
1545,1,1,23.9,11,23
1546,0.5,0.5,101.1,11,23
1547,0.2,0.2,3.9,11,23
1548,0.1,0.1,58.5,11,23
1549,0.01,0.01,104,11,23
1550,0,0,9852.7,11,23
1551,180.3,180.3,17134.5,11,24
1552,180,180,322,11,24
1553,150,150,9.6,11,24
1554,140,140,17.2,11,24
1555,139.83,139.83,102,11,24
1556,130,130,4.7,11,24
1557,120,120,239.2,11,24
1558,110,110,440.1,11,24
1559,100,100,49.5,11,24
1560,99,99,46.8,11,24
1561,97.8,97.8,934.5,11,24
1562,96.55,96.55,10.2,11,24
1563,90,90,211.7,11,24
1564,89.99,89.99,200,11,24
1565,89.1,89.1,46.8,11,24
1566,85,85,2.5,11,24
1567,84.98,84.98,300,11,24
1568,82,82,0.2,11,24
1569,80,80,2.4,11,24
1570,75,75,0.2,11,24
1571,70,70,7,11,24
1572,65,65,19.4,11,24
1573,61.1,61.1,1.5,11,24
1574,60.97,60.97,76,11,24
1575,60,60,0.1,11,24
1576,55.97,55.97,76,11,24
1577,52.06,52.06,0.1,11,24
1578,50,50,43.4,11,24
1579,45,45,32.5,11,24
1580,44,44,13.7,11,24
1581,43.4,43.4,20,11,24
1582,40.4,40.4,20,11,24
1583,40,40,38.4,11,24
1584,38.4,38.4,10,11,24
1585,37.45,37.45,20,11,24
1586,37,37,3.4,11,24
1587,36,36,4.1,11,24
1588,35,35,33.8,11,24
1589,34.29,34.29,15,11,24
1590,32.29,32.29,15,11,24
1591,31,31,1.4,11,24
1592,30,30,174.5,11,24
1593,27.29,27.29,15,11,24
1594,25,25,44.2,11,24
1595,24.67,24.67,0.9,11,24
1596,24,24,0.3,11,24
1597,20,20,52.5,11,24
1598,19,19,3.3,11,24
1599,15,15,1.2,11,24
1600,12,12,90,11,24
1601,10,10,12.9,11,24
1602,9,9,6.7,11,24
1603,8,8,90,11,24
1604,5.1,5.1,570,11,24
1605,5,5,98.1,11,24
1606,4.45,4.45,46.8,11,24
1607,3,3,93.9,11,24
1608,2,2,10,11,24
1609,1,1,21.8,11,24
1610,0.5,0.5,101.4,11,24
1611,0.2,0.2,3.7,11,24
1612,0.1,0.1,58.7,11,24
1613,0.01,0.01,104,11,24
1614,0,0,9543,11,24
1615,0,0,-14266.9,11,1
1616,0.1,0.1,-4.4,11,1
1617,0.5,0.5,-50.6,11,1
1618,0.6,0.6,-147.8,11,1
1619,1,1,-188.7,11,1
1620,1.5,1.5,-256.1,11,1
1621,2,2,-14.5,11,1
1622,2.01,2.01,-43,11,1
1623,2.5,2.5,-4.6,11,1
1624,3.03,3.03,-4,11,1
1625,4,4,-58,11,1
1626,4.5,4.5,-325.5,11,1
1627,5,5,-191,11,1
1628,6.5,6.5,-145,11,1
1629,10,10,-409.8,11,1
1630,10.01,10.01,-200,11,1
1631,11.02,11.02,-65,11,1
1632,12,12,-80,11,1
1633,12.03,12.03,-65,11,1
1634,12.1,12.1,-200,11,1
1635,12.3,12.3,-250,11,1
1636,12.5,12.5,-200,11,1
1637,12.7,12.7,-291.7,11,1
1638,12.89,12.89,-58,11,1
1639,13.1,13.1,-340,11,1
1640,13.43,13.43,-90,11,1
1641,14.5,14.5,-291.7,11,1
1642,15,15,-200,11,1
1643,16,16,-107.5,11,1
1644,16.01,16.01,-121.8,11,1
1645,16.92,16.92,-65,11,1
1646,18.11,18.11,-121.8,11,1
1647,18.16,18.16,-90,11,1
1648,19.01,19.01,-121.8,11,1
1649,19.44,19.44,-90,11,1
1650,20,20,-4.1,11,1
1651,20.03,20.03,-121.8,11,1
1652,20.71,20.71,-90,11,1
1653,22.08,22.08,-100,11,1
1654,23,23,-139.8,11,1
1655,23.04,23.04,-68.9,11,1
1656,24,24,-139.8,11,1
1657,24.01,24.01,-68.9,11,1
1658,25.4,25.4,-72.4,11,1
1659,26,26,-4.8,11,1
1660,26.9,26.9,-72.4,11,1
1661,27,27,-50,11,1
1662,27.47,27.47,-50,11,1
1663,27.94,27.94,-50,11,1
1664,28,28,-4.9,11,1
1665,28.2,28.2,-6.8,11,1
1666,28.41,28.41,-50,11,1
1667,28.45,28.45,-50,11,1
1668,28.92,28.92,-50,11,1
1669,29,29,-26,11,1
1670,29.39,29.39,-50,11,1
1671,29.86,29.86,-50,11,1
1672,29.9,29.9,-50,11,1
1673,30.37,30.37,-50,11,1
1674,30.84,30.84,-50,11,1
1675,31.31,31.31,-50,11,1
1676,32.13,32.13,-45,11,1
1677,33.3,33.3,-291.7,11,1
1678,34.8,34.8,-291.7,11,1
1679,35.8,35.8,-82.3,11,1
1680,40,40,-5.4,11,1
1681,40.03,40.03,-19,11,1
1682,41.1,41.1,-72.4,11,1
1683,41.13,41.13,-45,11,1
1684,42.5,42.5,-20,11,1
1685,45,45,-8,11,1
1686,45.02,45.02,-20,11,1
1687,47.5,47.5,-0.1,11,1
1688,49,49,-62,11,1
1689,50.13,50.13,-45,11,1
1690,50.5,50.5,-0.1,11,1
1691,65.5,65.5,-35,11,1
1692,70,70,-70.7,11,1
1693,71.2,71.2,-52.5,11,1
1694,72.8,72.8,-52.5,11,1
1695,73.1,73.1,-52.5,11,1
1696,73.34,73.34,-65.8,11,1
1697,73.5,73.5,-10,11,1
1698,75.7,75.7,-74.1,11,1
1699,76.69,76.69,-65.8,11,1
1700,79,79,-17,11,1
1701,79.5,79.5,-10,11,1
1702,80.03,80.03,-65.6,11,1
1703,84.6,84.6,-2,11,1
1704,132.3,132.3,-192,11,1
1705,145,145,-18,11,1
1706,145.01,145.01,-9.3,11,1
1707,160,160,-1142.5,11,1
1708,180,180,-864.9,11,1
1709,180.3,180.3,-77.6,11,1
1710,0,0,-17881.8,11,2
1711,0.1,0.1,-4.4,11,2
1712,0.5,0.5,-50.3,11,2
1713,0.6,0.6,-147.8,11,2
1714,1,1,-187.6,11,2
1715,1.5,1.5,-253.9,11,2
1716,2,2,-14.5,11,2
1717,2.01,2.01,-43,11,2
1718,2.5,2.5,-4.5,11,2
1719,3.03,3.03,-4,11,2
1720,4,4,-58,11,2
1721,4.5,4.5,-321.9,11,2
1722,5,5,-191,11,2
1723,6.5,6.5,-149.5,11,2
1724,10,10,-401.1,11,2
1725,10.01,10.01,-200,11,2
1726,11.02,11.02,-65,11,2
1727,12,12,-80,11,2
1728,12.03,12.03,-65,11,2
1729,12.1,12.1,-200,11,2
1730,12.3,12.3,-250,11,2
1731,12.5,12.5,-200,11,2
1732,12.7,12.7,-291.7,11,2
1733,12.89,12.89,-58,11,2
1734,13.1,13.1,-340,11,2
1735,13.43,13.43,-90,11,2
1736,14.5,14.5,-291.7,11,2
1737,15,15,-200,11,2
1738,16,16,-107.5,11,2
1739,16.01,16.01,-121.8,11,2
1740,16.92,16.92,-65,11,2
1741,18.11,18.11,-121.8,11,2
1742,18.16,18.16,-90,11,2
1743,19.01,19.01,-121.8,11,2
1744,19.44,19.44,-90,11,2
1745,20,20,-4.1,11,2
1746,20.03,20.03,-121.8,11,2
1747,20.71,20.71,-90,11,2
1748,22.08,22.08,-100,11,2
1749,23,23,-139.8,11,2
1750,23.04,23.04,-68.9,11,2
1751,23.2,23.2,-6.8,11,2
1752,24,24,-139.8,11,2
1753,24.01,24.01,-68.9,11,2
1754,25.4,25.4,-72.4,11,2
1755,26,26,-4.8,11,2
1756,26.9,26.9,-72.4,11,2
1757,27,27,-50,11,2
1758,27.47,27.47,-50,11,2
1759,27.94,27.94,-50,11,2
1760,28,28,-4.9,11,2
1761,28.41,28.41,-50,11,2
1762,28.45,28.45,-50,11,2
1763,28.92,28.92,-50,11,2
1764,29,29,-26,11,2
1765,29.39,29.39,-50,11,2
1766,29.86,29.86,-50,11,2
1767,29.9,29.9,-50,11,2
1768,30.37,30.37,-50,11,2
1769,30.84,30.84,-50,11,2
1770,31.31,31.31,-50,11,2
1771,32.13,32.13,-45,11,2
1772,33.3,33.3,-291.7,11,2
1773,34.8,34.8,-291.7,11,2
1774,35.8,35.8,-82.3,11,2
1775,40,40,-5.4,11,2
1776,40.03,40.03,-19,11,2
1777,41.1,41.1,-72.4,11,2
1778,41.13,41.13,-45,11,2
1779,42.5,42.5,-20,11,2
1780,45,45,-8,11,2
1781,45.02,45.02,-20,11,2
1782,47.5,47.5,-0.1,11,2
1783,49,49,-62,11,2
