"I","PI0","PI1","QI","LI","TI"
922,71.23,71.23,0.1,11,17
923,70,70,82.6,11,17
924,68,68,36,11,17
925,65,65,10,11,17
926,60,60,118.2,11,17
927,53.3,53.3,1.2,11,17
928,52.06,52.06,0.1,11,17
929,50,50,109,11,17
930,49,49,3.2,11,17
931,43.4,43.4,20,11,17
932,41,41,3.1,11,17
933,40.4,40.4,20,11,17
934,40,40,81.5,11,17
935,39,39,13.1,11,17
936,38.4,38.4,10,11,17
937,35,35,40.8,11,17
938,32.14,32.14,0.9,11,17
939,32,32,100,11,17
940,30,30,86.3,11,17
941,27.94,27.94,50,11,17
942,25,25,44.3,11,17
943,24,24,7.7,11,17
944,20,20,39.9,11,17
945,19.4,19.4,35,11,17
946,19,19,0.3,11,17
947,18.4,18.4,30,11,17
948,16.43,16.43,1,11,17
949,15,15,101.4,11,17
950,13,13,5,11,17
951,10,10,10.2,11,17
952,8,8,38.7,11,17
953,5,5,15,11,17
954,3,3,287.2,11,17
955,2,2,290,11,17
956,1,1,215.8,11,17
957,0.5,0.5,161.7,11,17
958,0.2,0.2,6.4,11,17
959,0.1,0.1,63.4,11,17
960,0.05,0.05,90,11,17
961,0.01,0.01,174.7,11,17
962,0,0,6446.5,11,17
963,180.3,180.3,18019,11,18
964,180,180,387.8,11,18
965,179.99,179.99,180,11,18
966,150,150,8,11,18
967,140,140,13.4,11,18
968,120.94,120.94,78.6,11,18
969,120,120,64.4,11,18
970,110,110,22.8,11,18
971,107.63,107.63,153,11,18
972,106.68,106.68,968.3,11,18
973,105,105,163,11,18
974,100.24,100.24,11.4,11,18
975,100,100,317.6,11,18
976,95,95,0.2,11,18
977,93,93,0.4,11,18
978,92,92,1,11,18
979,91,91,0.2,11,18
980,90,90,119.9,11,18
981,89.99,89.99,200,11,18
982,84.98,84.98,300,11,18
983,80,80,219.4,11,18
984,76.16,76.16,0.1,11,18
985,76,76,77.5,11,18
986,75,75,0.2,11,18
987,71,71,37.5,11,18
988,70,70,6.9,11,18
989,65,65,10,11,18
990,60,60,118.2,11,18
991,58.8,58.8,1.2,11,18
992,55.06,55.06,50,11,18
993,52.06,52.06,0.1,11,18
994,50,50,3.1,11,18
995,49,49,3.4,11,18
996,43.4,43.4,71.9,11,18
997,41,41,3.3,11,18
998,40.4,40.4,20,11,18
999,40,40,31.7,11,18
1000,39,39,13.7,11,18
1001,38.4,38.4,10,11,18
1002,35.4,35.4,38.9,11,18
1003,35,35,2.4,11,18
1004,30,30,48,11,18
1005,29.4,29.4,38.9,11,18
1006,29,29,0.3,11,18
1007,26.5,26.5,40,11,18
1008,26.4,26.4,38.9,11,18
1009,25.5,25.5,40,11,18
1010,25,25,5.9,11,18
1011,24,24,8.2,11,18
1012,21.4,21.4,38.9,11,18
1013,20,20,1.4,11,18
1014,18.4,18.4,51.9,11,18
1015,18,18,50,11,18
1016,17.09,17.09,1,11,18
1017,15,15,55,11,18
1018,10,10,10.3,11,18
1019,8,8,39,11,18
1020,5.06,5.06,76,11,18
1021,5,5,55,11,18
1022,3,3,287.2,11,18
1023,2,2,365.9,11,18
1024,1,1,216,11,18
1025,0.8,0.8,71.2,11,18
1026,0.5,0.5,90.6,11,18
1027,0.2,0.2,6.1,11,18
1028,0.1,0.1,62.9,11,18
1029,0.05,0.05,90,11,18
1030,0.01,0.01,175.2,11,18
1031,0,0,6611.1,11,18
1032,180.3,180.3,15601.1,11,19
1033,180,180,408.3,11,19
1034,160,160,0.1,11,19
1035,150,150,9,11,19
1036,140,140,15,11,19
1037,120.94,120.94,54.6,11,19
1038,120,120,233.2,11,19
1039,115,115,810.9,11,19
1040,110,110,23.4,11,19
1041,109.02,109.02,12.1,11,19
1042,100,100,318.4,11,19
1043,93,93,0.4,11,19
1044,92,92,1,11,19
1045,91,91,0.2,11,19
1046,90,90,245.5,11,19
1047,89.99,89.99,200,11,19
1048,85.34,85.34,0.2,11,19
1049,85,85,80,11,19
1050,84.98,84.98,300,11,19
1051,80,80,91.4,11,19
1052,75,75,40.2,11,19
1053,73.5,73.5,1.5,11,19
1054,70,70,7.8,11,19
1055,65,65,10,11,19
1056,64.37,64.37,50,11,19
1057,60,60,30,11,19
1058,55,55,3.2,11,19
1059,52.06,52.06,0.1,11,19
1060,50,50,125.3,11,19
1061,47,47,3.2,11,19
1062,45,45,5.3,11,19
1063,43.81,43.81,150,11,19
1064,43.4,43.4,20,11,19
1065,40.4,40.4,20,11,19
1066,40,40,81.6,11,19
1067,39,39,14.8,11,19
1068,38.4,38.4,50,11,19
1069,37.4,37.4,40,11,19
1070,35,35,2.1,11,19
1071,32,32,51.4,11,19
1072,31.88,31.88,53,11,19
1073,30,30,57.2,11,19
1074,29.88,29.88,39.7,11,19
1075,29,29,0.3,11,19
1076,25.88,25.88,39.7,11,19
1077,25.6,25.6,51.4,11,19
1078,25,25,54.8,11,19
1079,22.88,22.88,39.7,11,19
1080,20,20,1.2,11,19
1081,18.19,18.19,0.9,11,19
1082,17.88,17.88,39.7,11,19
1083,15,15,103,11,19
1084,14.37,14.37,153.5,11,19
1085,10,10,10.2,11,19
1086,9.37,9.37,153.4,11,19
1087,8,8,39.1,11,19
1088,7,7,50,11,19
1089,5,5,5,11,19
1090,3,3,197.2,11,19
1091,2,2,200,11,19
1092,1,1,216.6,11,19
1093,0.5,0.5,90,11,19
1094,0.2,0.2,4.9,11,19
1095,0.1,0.1,62.3,11,19
1096,0.01,0.01,104,11,19
1097,0,0,11787.3,11,19
1098,180.3,180.3,16342.8,11,20
1099,180,180,412.3,11,20
1100,160,160,0.1,11,20
1101,150,150,9.5,11,20
1102,140,140,16.3,11,20
1103,134.6,134.6,971.8,11,20
1104,130,130,1.3,11,20
1105,120.94,120.94,54,11,20
1106,120,120,231.5,11,20
1107,113.92,113.92,12.5,11,20
1108,110,110,329.2,11,20
1109,100,100,13.5,11,20
1110,95,95,117.7,11,20
1111,93,93,0.4,11,20
1112,92,92,1,11,20
1113,91,91,0.2,11,20
1114,90,90,142.3,11,20
1115,89.99,89.99,200,11,20
1116,89.35,89.35,0.2,11,20
1117,85,85,82.5,11,20
1118,84.98,84.98,300,11,20
1119,80,80,220.3,11,20
1120,75,75,42.7,11,20
1121,71.9,71.9,1.7,11,20
1122,70,70,8.1,11,20
1123,67.15,67.15,49.9,11,20
1124,65,65,10,11,20
1125,64,64,52.8,11,20
1126,60,60,30,11,20
1127,55,55,2.9,11,20
1128,52.06,52.06,0.1,11,20
1129,51.2,51.2,52.8,11,20
1130,50,50,3.1,11,20
1131,47,47,2.9,11,20
1132,45,45,5.5,11,20
1133,43.4,43.4,20,11,20
1134,40.96,40.96,52.8,11,20
1135,40.4,40.4,20,11,20
1136,40.08,40.08,53.8,11,20
1137,40,40,30.5,11,20
1138,39,39,15.8,11,20
1139,38.7,38.7,25,11,20
1140,38.4,38.4,10,11,20
1141,38.08,38.08,40.4,11,20
1142,35,35,2.2,11,20
1143,34.08,34.08,40.4,11,20
1144,32,32,50,11,20
1145,31.08,31.08,40.4,11,20
1146,30,30,57.9,11,20
1147,26.08,26.08,40.4,11,20
1148,25,25,4.9,11,20
1149,24,24,50,11,20
1150,21.08,21.08,53.8,11,20
1151,20,20,1.2,11,20
1152,19.36,19.36,0.9,11,20
1153,17.15,17.15,75,11,20
1154,15,15,50,11,20
1155,12.15,12.15,75,11,20
1156,10,10,10.2,11,20
1157,8,8,39.2,11,20
1158,5,5,5,11,20
1159,3,3,197.2,11,20
1160,2,2,200,11,20
1161,1,1,217,11,20
1162,0.5,0.5,89.7,11,20
1163,0.2,0.2,4.4,11,20
1164,0.1,0.1,62.1,11,20
1165,0.01,0.01,104,11,20
1166,0,0,11840.9,11,20
1167,180.3,180.3,16480.7,11,21
1168,180,180,397.8,11,21
1169,160,160,0.1,11,21
1170,150,150,9.6,11,21
1171,140,140,16.6,11,21
1172,130,130,1.3,11,21
1173,125,125,997.3,11,21
1174,120.94,120.94,53.3,11,21
1175,120,120,219.1,11,21
1176,114.36,114.36,12.1,11,21
1177,110,110,329.3,11,21
1178,100,100,13.3,11,21
1179,95,95,93.4,11,21
1180,93,93,0.4,11,21
1181,92,92,1,11,21
1182,91,91,0.2,11,21
1183,90,90,142.2,11,21
1184,89.99,89.99,200,11,21
1185,88.79,88.79,0.2,11,21
1186,85,85,82,11,21
1187,84.98,84.98,300,11,21
1188,80,80,221.9,11,21
1189,75,75,42.2,11,21
1190,73,73,1.6,11,21
1191,71.21,71.21,49.9,11,21
1192,70,70,8,11,21
1193,65,65,10,11,21
1194,64,64,52.5,11,21
1195,60,60,30,11,21
1196,55,55,2.9,11,21
1197,52.06,52.06,0.1,11,21
1198,51.2,51.2,52.5,11,21
1199,50,50,2.8,11,21
1200,47,47,2.8,11,21
1201,46.77,46.77,54.5,11,21
1202,45,45,5.6,11,21
1203,44.77,44.77,40.9,11,21
1204,43.4,43.4,20,11,21
1205,40.96,40.96,52.5,11,21
1206,40.77,40.77,40.9,11,21
1207,40.4,40.4,20,11,21
1208,40,40,30.1,11,21
1209,39,39,15.8,11,21
1210,38.4,38.4,10,11,21
1211,37.77,37.77,40.9,11,21
1212,35,35,2.2,11,21
1213,32.77,32.77,40.9,11,21
1214,30,30,57.7,11,21
1215,29.9,29.9,25,11,21
1216,27.77,27.77,54.5,11,21
1217,25,25,4.6,11,21
1218,22,22,50,11,21
1219,21.21,21.21,56.9,11,21
1220,20.19,20.19,0.9,11,21
1221,20,20,1.2,11,21
1222,16.21,16.21,56.9,11,21
1223,15,15,50,11,21
1224,10,10,9.7,11,21
1225,8,8,38.9,11,21
1226,5,5,5,11,21
1227,3,3,197.2,11,21
1228,2,2,200,11,21
1229,1,1,267.4,11,21
1230,0.5,0.5,89.8,11,21
1231,0.2,0.2,4.3,11,21
1232,0.1,0.1,62.2,11,21
1233,0.01,0.01,104,11,21
1234,0,0,11890.8,11,21
1235,180.3,180.3,16255.5,11,22
1236,180,180,386.2,11,22
1237,160,160,0.1,11,22
1238,150,150,9.5,11,22
1239,140,140,16.9,11,22
1240,125.7,125.7,943.4,11,22
1241,120.94,120.94,52.1,11,22
1242,120,120,218,11,22
1243,114.83,114.83,11.1,11,22
1244,110,110,331.5,11,22
1245,107.62,107.62,2.3,11,22
1246,100,100,13.2,11,22
1247,95,95,87.8,11,22
1248,93,93,0.4,11,22
1249,92,92,0.9,11,22
1250,91,91,0.2,11,22
1251,90,90,141.5,11,22
1252,89.99,89.99,200,11,22
1253,87.58,87.58,0.2,11,22
1254,85,85,11,11,22
1255,84.98,84.98,300,11,22
1256,80,80,220,11,22
1257,75,75,20.2,11,22
1258,74.8,74.8,1.7,11,22
1259,71.88,71.88,49.9,11,22
1260,70,70,7.8,11,22
1261,64,64,51.3,11,22
1262,55,55,2.7,11,22
1263,52.06,52.06,0.1,11,22
1264,51.2,51.2,51.3,11,22
1265,50,50,8.2,11,22
1266,48.35,48.35,51.7,11,22
1267,47,47,2.7,11,22
1268,46.35,46.35,38.8,11,22
1269,45,45,2.8,11,22
1270,43.4,43.4,20,11,22
1271,42.35,42.35,38.8,11,22
1272,40.96,40.96,51.3,11,22
1273,40.4,40.4,20,11,22
1274,40,40,24,11,22
1275,39.35,39.35,38.8,11,22
1276,39,39,15,11,22
1277,38.4,38.4,10,11,22
1278,38,38,2.3,11,22
1279,35,35,30,11,22
1280,34.35,34.35,38.8,11,22
1281,32,32,1.1,11,22
1282,30,30,155.4,11,22
1283,29.35,29.35,51.7,11,22
1284,26.7,26.7,25,11,22
1285,25,25,4.3,11,22
1286,23,23,50,11,22
1287,21.88,21.88,86.4,11,22
1288,20.83,20.83,0.9,11,22
1289,20,20,1,11,22
1290,16.88,16.88,86.4,11,22
1291,15,15,50,11,22
1292,10,10,9.1,11,22
1293,8,8,39,11,22
1294,5,5,5,11,22
1295,3,3,197.2,11,22
1296,2,2,200,11,22
1297,1,1,215.9,11,22
1298,0.5,0.5,90.2,11,22
1299,0.2,0.2,4.1,11,22
1300,0.1,0.1,62.6,11,22
1301,0.01,0.01,157,11,22
1302,0,0,11892.9,11,22
1303,180.3,180.3,15083,11,23
1304,180,180,386,11,23
1305,160,160,0.1,11,23
1306,150,150,9.2,11,23
1307,140,140,17.8,11,23
1308,120.94,120.94,51.9,11,23
1309,120,120,223.5,11,23
1310,110,110,330.7,11,23
1311,107.63,107.63,153,11,23
1312,107.11,107.11,10.3,11,23
1313,106.31,106.31,891.6,11,23
1314,105,105,0.1,11,23
1315,100,100,13.4,11,23
1316,95,95,78.3,11,23
1317,93,93,0.5,11,23
1318,92,92,0.9,11,23
1319,91,91,0.2,11,23
1320,90,90,132.8,11,23
1321,89.99,89.99,200,11,23
1322,85.18,85.18,0.2,11,23
1323,85,85,8,11,23
1324,84.98,84.98,300,11,23
1325,80,80,209.2,11,23
1326,75,75,10.2,11,23
1327,70.15,70.15,50,11,23
1328,70,70,7.1,11,23
1329,68.9,68.9,1.3,11,23
1330,64,64,45.3,11,23
1331,54,54,2.9,11,23
1332,52.06,52.06,0.1,11,23
1333,51.2,51.2,45.3,11,23
1334,50,50,8.3,11,23
1335,46,46,2.8,11,23
1336,45,45,3,11,23
1337,43.4,43.4,20,11,23
1338,42.88,42.88,46.1,11,23
1339,40.96,40.96,45.3,11,23
1340,40.88,40.88,34.6,11,23
1341,40.4,40.4,20,11,23
1342,40,40,20.1,11,23
1343,39,39,14,11,23
1344,38.4,38.4,10,11,23
1345,38,38,2.4,11,23
1346,36.88,36.88,34.6,11,23
1347,35,35,30,11,23
1348,33.88,33.88,34.6,11,23
1349,32,32,1.2,11,23
1350,30,30,155.1,11,23
1351,29,29,9.1,11,23
1352,28.88,28.88,34.6,11,23
1353,25,25,4.3,11,23
1354,24.9,24.9,25,11,23
1355,23.88,23.88,46.1,11,23
1356,22,22,50,11,23
1357,20.15,20.15,75,11,23
1358,20,20,0.9,11,23
1359,19.79,19.79,0.9,11,23
1360,15.15,15.15,75,11,23
1361,15,15,50,11,23
1362,10,10,8.7,11,23
1363,8,8,38.9,11,23
1364,5,5,5,11,23
1365,3,3,197.1,11,23
1366,2,2,200,11,23
1367,1,1,213.1,11,23
1368,0.5,0.5,90.8,11,23
1369,0.2,0.2,3.4,11,23
1370,0.1,0.1,63.1,11,23
1371,0.01,0.01,104,11,23
1372,0,0,11937.4,11,23
1373,180.3,180.3,14153,11,24
1374,180,180,381.3,11,24
1375,160,160,0.1,11,24
1376,150,150,9.1,11,24
1377,140,140,17.8,11,24
1378,120.94,120.94,51.5,11,24
1379,120,120,222.1,11,24
1380,110,110,331.6,11,24
1381,107.63,107.63,102,11,24
1382,105.06,105.06,892.6,11,24
1383,105,105,0.1,11,24
1384,100,100,14.1,11,24
1385,96.55,96.55,10,11,24
1386,93,93,0.4,11,24
1387,92,92,0.9,11,24
1388,91,91,0.1,11,24
1389,90,90,197.4,11,24
1390,89.99,89.99,200,11,24
1391,85,85,2.5,11,24
1392,84.98,84.98,300,11,24
1393,82,82,0.2,11,24
1394,80,80,0.3,11,24
1395,75,75,0.2,11,24
1396,70,70,6.8,11,24
1397,69.52,69.52,49.9,11,24
1398,61.1,61.1,1.3,11,24
1399,60.97,60.97,4,11,24
1400,60,60,88.2,11,24
1401,56,56,3.1,11,24
1402,55.97,55.97,10,11,24
1403,52.06,52.06,0.1,11,24
1404,50,50,117.4,11,24
1405,48,48,9.1,11,24
1406,43.4,43.4,20,11,24
1407,42,42,3.1,11,24
1408,40.4,40.4,20,11,24
1409,40,40,64.5,11,24
1410,39,39,13.3,11,24
1411,38.4,38.4,10,11,24
1412,37,37,2.4,11,24
1413,35,35,30,11,24
1414,34.39,34.39,42.6,11,24
1415,32.39,32.39,31.9,11,24
1416,32,32,46,11,24
1417,31,31,8.8,11,24
1418,30,30,155,11,24
1419,28.39,28.39,31.9,11,24
1420,25.6,25.6,46,11,24
1421,25.39,25.39,31.9,11,24
1422,25,25,4.1,11,24
1423,24,24,0.3,11,24
1424,20.39,20.39,31.9,11,24
1425,20,20,50.9,11,24
1426,19.52,19.52,75,11,24
1427,18.3,18.3,25,11,24
1428,17.95,17.95,1,11,24
1429,15.39,15.39,42.6,11,24
1430,15,15,50,11,24
1431,14.52,14.52,74.9,11,24
1432,10,10,8.4,11,24
1433,8,8,39,11,24
1434,5,5,5,11,24
1435,3,3,287.1,11,24
1436,2,2,290,11,24
1437,1,1,211.4,11,24
1438,0.5,0.5,91.2,11,24
1439,0.2,0.2,3.2,11,24
1440,0.1,0.1,63.5,11,24
1441,0.05,0.05,90,11,24
1442,0.01,0.01,104,11,24
1443,0,0,11556.4,11,24
1444,0,0,-26539.4,11,1
1445,0.01,0.01,-89.8,11,1
1446,0.1,0.1,-4.5,11,1
1447,0.2,0.2,-9.4,11,1
1448,0.5,0.5,-169,11,1
1449,0.6,0.6,-147.8,11,1
1450,1,1,-90.6,11,1
1451,2,2,-358.1,11,1
1452,3,3,-50,11,1
1453,4,4,-50,11,1
1454,4.5,4.5,-58,11,1
1455,4.99,4.99,-10,11,1
1456,5,5,-279,11,1
1457,5.5,5.5,-219.9,11,1
1458,5.8,5.8,-13,11,1
1459,6,6,-1124,11,1
1460,6.5,6.5,-50,11,1
1461,6.8,6.8,-30,11,1
1462,7,7,-80,11,1
1463,7.49,7.49,-10,11,1
1464,7.5,7.5,-80,11,1
1465,8,8,-80,11,1
1466,8.99,8.99,-10,11,1
1467,9.2,9.2,-121.6,11,1
1468,11,11,-80,11,1
1469,11.22,11.22,-65,11,1
1470,12,12,-171.6,11,1
1471,12.44,12.44,-65,11,1
1472,12.5,12.5,-50,11,1
1473,13,13,-50,11,1
1474,13.5,13.5,-50,11,1
1475,14,14,-121.6,11,1
1476,14.11,14.11,-90,11,1
1477,15,15,-70,11,1
1478,15.5,15.5,-50,11,1
1479,16,16,-178.5,11,1
1480,16.5,16.5,-50,11,1
1481,17.92,17.92,-65,11,1
1482,18,18,-50,11,1
1483,18.5,18.5,-50,11,1
1484,19,19,-50,11,1
1485,19.16,19.16,-90,11,1
1486,19.5,19.5,-50,11,1
1487,20.44,20.44,-90,11,1
1488,21.71,21.71,-90,11,1
1489,23.08,23.08,-100,11,1
1490,24.04,24.04,-68.9,11,1
1491,25,25,-121.6,11,1
1492,25.01,25.01,-68.9,11,1
1493,26,26,-4.8,11,1
1494,27.3,27.3,-72.5,11,1
1495,28,28,-4.9,11,1
1496,28.2,28.2,-6.8,11,1
1497,28.8,28.8,-72.5,11,1
1498,29.8,29.8,-82.3,11,1
1499,30,30,-4.1,11,1
1500,30.03,30.03,-23,11,1
1501,31.1,31.1,-72.5,11,1
1502,35.13,35.13,-45,11,1
1503,40.03,40.03,-12,11,1
1504,42,42,-139.4,11,1
1505,42.5,42.5,-20,11,1
1506,45.13,45.13,-45,11,1
1507,47,47,-139.4,11,1
1508,47.5,47.5,-0.1,11,1
1509,49,49,-62,11,1
1510,50.5,50.5,-0.1,11,1
1511,55.13,55.13,-45,11,1
1512,60.01,60.01,-55,11,1
1513,63.35,63.35,-55,11,1
1514,65.5,65.5,-35,11,1
1515,66.7,66.7,-55,11,1
1516,70.04,70.04,-55.1,11,1
1517,71.2,71.2,-51.2,11,1
1518,72.8,72.8,-51.2,11,1
1519,73.1,73.1,-51.2,11,1
1520,73.5,73.5,-10,11,1
1521,74.6,74.6,-87.2,11,1
1522,75.7,75.7,-74.2,11,1
1523,77.4,77.4,-8,11,1
1524,79,79,-17,11,1
1525,79.5,79.5,-10,11,1
1526,99.5,99.5,-745,11,1
1527,145.01,145.01,-28.3,11,1
1528,160,160,-1173,11,1
1529,180,180,-1054.9,11,1
1530,180.3,180.3,-179.1,11,1
1531,0,0,-25975,11,2
1532,0.01,0.01,-87.7,11,2
1533,0.1,0.1,-4.5,11,2
1534,0.2,0.2,-9.4,11,2
1535,0.5,0.5,-161,11,2
1536,0.6,0.6,-147.8,11,2
1537,1,1,-90.6,11,2
1538,2,2,-351.3,11,2
1539,3,3,-50,11,2
1540,4,4,-50,11,2
1541,4.5,4.5,-58,11,2
1542,4.99,4.99,-10,11,2
1543,5,5,-279.2,11,2
1544,5.5,5.5,-223.3,11,2
1545,5.8,5.8,-18.1,11,2
1546,6,6,-1100.6,11,2
1547,6.5,6.5,-50,11,2
1548,6.8,6.8,-30,11,2
1549,7,7,-80,11,2
1550,7.49,7.49,-10,11,2
1551,7.5,7.5,-80,11,2
1552,8,8,-80,11,2
1553,8.99,8.99,-10,11,2
1554,9.2,9.2,-121.6,11,2
1555,11,11,-80,11,2
1556,11.22,11.22,-65,11,2
1557,12,12,-171.6,11,2
1558,12.44,12.44,-65,11,2
1559,12.5,12.5,-50,11,2
1560,13,13,-50,11,2
1561,13.5,13.5,-50,11,2
1562,14,14,-121.6,11,2
1563,14.11,14.11,-90,11,2
1564,15,15,-70,11,2
1565,15.5,15.5,-50,11,2
1566,16,16,-178.5,11,2
1567,16.5,16.5,-50,11,2
1568,17.92,17.92,-65,11,2
1569,18,18,-50,11,2
1570,18.5,18.5,-50,11,2
1571,19,19,-50,11,2
1572,19.16,19.16,-90,11,2
1573,19.5,19.5,-50,11,2
1574,20.44,20.44,-90,11,2
1575,21.71,21.71,-90,11,2
1576,23.08,23.08,-100,11,2
1577,23.2,23.2,-6.8,11,2
1578,24.04,24.04,-68.9,11,2
1579,25,25,-121.6,11,2
1580,25.01,25.01,-68.9,11,2
1581,26,26,-4.8,11,2
1582,27.3,27.3,-72.5,11,2
1583,28,28,-4.9,11,2
1584,28.8,28.8,-72.5,11,2
1585,29.8,29.8,-82.3,11,2
1586,30,30,-4.1,11,2
1587,30.03,30.03,-23,11,2
1588,31.1,31.1,-72.5,11,2
1589,35.13,35.13,-45,11,2
1590,40.03,40.03,-1,11,2
1591,42,42,-139.4,11,2
1592,42.5,42.5,-20,11,2
1593,45.13,45.13,-45,11,2
1594,47,47,-139.4,11,2
1595,47.5,47.5,-0.1,11,2
1596,49,49,-62,11,2
1597,50.5,50.5,-0.1,11,2
1598,55.13,55.13,-45,11,2
1599,60.01,60.01,-55,11,2
1600,63.35,63.35,-55,11,2
1601,65.5,65.5,-35,11,2
1602,66.7,66.7,-55,11,2
1603,70.04,70.04,-55.1,11,2
1604,71.2,71.2,-51.2,11,2
1605,72.8,72.8,-51.2,11,2
1606,73.1,73.1,-51.2,11,2
1607,73.5,73.5,-10,11,2
1608,74.6,74.6,-87.2,11,2
1609,75.7,75.7,-74.2,11,2
1610,77.4,77.4,-8,11,2
1611,79,79,-17,11,2
1612,79.5,79.5,-10,11,2
1613,99.5,99.5,-746.5,11,2
1614,145.01,145.01,-28.3,11,2
1615,160,160,-1173,11,2
1616,180,180,-1054.9,11,2
1617,180.3,180.3,-178.9,11,2
1618,0,0,-25566.1,11,3
1619,0.01,0.01,-86.9,11,3
1620,0.1,0.1,-4.5,11,3
1621,0.2,0.2,-9.4,11,3
1622,0.5,0.5,-148.9,11,3
1623,0.6,0.6,-147.8,11,3
1624,1,1,-90.6,11,3
1625,2,2,-338.4,11,3
1626,3,3,-50,11,3
1627,4,4,-50,11,3
1628,4.5,4.5,-58,11,3
1629,4.99,4.99,-10,11,3
1630,5,5,-279.2,11,3
1631,5.5,5.5,-219.2,11,3
1632,5.8,5.8,-19.5,11,3
1633,6,6,-1070.7,11,3
1634,6.5,6.5,-50,11,3
1635,6.8,6.8,-30,11,3
1636,7.49,7.49,-10,11,3
1637,8.99,8.99,-10,11,3
1638,9.2,9.2,-121.6,11,3
1639,11.22,11.22,-65,11,3
1640,12,12,-171.6,11,3
1641,12.44,12.44,-65,11,3
1642,12.5,12.5,-50,11,3
1643,13,13,-50,11,3
1644,13.5,13.5,-50,11,3
1645,14,14,-121.6,11,3
1646,14.11,14.11,-90,11,3
1647,15,15,-70,11,3
1648,15.5,15.5,-50,11,3
1649,16,16,-178.5,11,3
1650,16.5,16.5,-50,11,3
1651,17.92,17.92,-65,11,3
1652,18,18,-50,11,3
1653,18.5,18.5,-50,11,3
1654,19,19,-50,11,3
1655,19.16,19.16,-90,11,3
1656,19.5,19.5,-50,11,3
1657,20.44,20.44,-90,11,3
1658,21.71,21.71,-90,11,3
1659,23.08,23.08,-100,11,3
1660,23.2,23.2,-6.8,11,3
1661,24.04,24.04,-68.9,11,3
1662,25,25,-121.6,11,3
1663,25.01,25.01,-68.9,11,3
1664,26,26,-4.8,11,3
1665,27.3,27.3,-72.5,11,3
1666,28,28,-4.9,11,3
1667,28.8,28.8,-72.5,11,3
1668,29.8,29.8,-82.3,11,3
1669,30,30,-4.1,11,3
1670,30.03,30.03,-23,11,3
1671,31.1,31.1,-72.5,11,3
1672,35.13,35.13,-45,11,3
1673,40,40,-80,11,3
1674,40.03,40.03,-1,11,3
1675,42,42,-139.4,11,3
1676,42.5,42.5,-20,11,3
1677,43,43,-80,11,3
1678,45.13,45.13,-45,11,3
1679,46,46,-80,11,3
1680,47,47,-139.4,11,3
1681,47.5,47.5,-0.1,11,3
1682,49,49,-142,11,3
1683,50.5,50.5,-0.1,11,3
1684,55.13,55.13,-45,11,3
1685,60.01,60.01,-55,11,3
1686,63.35,63.35,-55,11,3
1687,65.5,65.5,-35,11,3
1688,66.7,66.7,-55,11,3
1689,70.04,70.04,-55.1,11,3
1690,71.2,71.2,-51.2,11,3
1691,72.8,72.8,-51.2,11,3
1692,73.1,73.1,-51.2,11,3
1693,73.5,73.5,-10,11,3
1694,74.6,74.6,-87.2,11,3
1695,75.7,75.7,-74.2,11,3
1696,77.4,77.4,-8,11,3
1697,79,79,-17,11,3
1698,79.5,79.5,-10,11,3
1699,99.5,99.5,-747.3,11,3
1700,145.01,145.01,-28.3,11,3
1701,160,160,-1173,11,3
1702,180,180,-1054.9,11,3
1703,180.3,180.3,-178.9,11,3
1704,0,0,-25215.1,11,4
1705,0.01,0.01,-86.3,11,4
1706,0.1,0.1,-4.5,11,4
1707,0.2,0.2,-9.4,11,4
1708,0.5,0.5,-127.2,11,4
1709,0.6,0.6,-147.8,11,4
1710,1,1,-90.6,11,4
1711,2,2,-330.7,11,4
1712,3,3,-50,11,4
1713,4,4,-50,11,4
1714,4.5,4.5,-58,11,4
1715,4.99,4.99,-10,11,4
1716,5,5,-275.6,11,4
1717,5.5,5.5,-220.3,11,4
1718,5.8,5.8,-21.6,11,4
1719,6,6,-1036.8,11,4
1720,6.5,6.5,-50,11,4
1721,6.8,6.8,-30,11,4
1722,7.49,7.49,-10,11,4
1723,8.99,8.99,-10,11,4
1724,9.2,9.2,-121.6,11,4
1725,11.22,11.22,-65,11,4
1726,12,12,-171.6,11,4
1727,12.44,12.44,-65,11,4
1728,12.5,12.5,-50,11,4
1729,13,13,-50,11,4
1730,13.5,13.5,-50,11,4
1731,14,14,-121.6,11,4
1732,14.11,14.11,-90,11,4
1733,15,15,-70,11,4
1734,15.5,15.5,-50,11,4
1735,16,16,-178.5,11,4
1736,16.5,16.5,-50,11,4
1737,17.92,17.92,-65,11,4
1738,18,18,-50,11,4
1739,18.5,18.5,-50,11,4
1740,19,19,-50,11,4
1741,19.16,19.16,-90,11,4
1742,19.5,19.5,-50,11,4
1743,20.44,20.44,-90,11,4
1744,21.71,21.71,-90,11,4
1745,23.08,23.08,-100,11,4
1746,23.2,23.2,-6.8,11,4
1747,24.04,24.04,-68.9,11,4
1748,25,25,-121.6,11,4
1749,25.01,25.01,-68.9,11,4
1750,26,26,-4.8,11,4
1751,27.3,27.3,-72.5,11,4
1752,28,28,-4.9,11,4
1753,28.8,28.8,-72.5,11,4
1754,29.8,29.8,-82.3,11,4
1755,30,30,-4.1,11,4
1756,30.03,30.03,-23,11,4
1757,31.1,31.1,-72.5,11,4
1758,35.13,35.13,-45,11,4
1759,40,40,-80,11,4
1760,40.03,40.03,-1,11,4
1761,42,42,-139.4,11,4
1762,42.5,42.5,-20,11,4
