"I","PI0","PI1","QI","LI","TI"
905,117.5,117.5,637.4,11,12
906,110,110,30.8,11,12
907,100,100,711.9,11,12
908,97.31,97.31,27.9,11,12
909,95,95,0.1,11,12
910,90,90,190.3,11,12
911,89.99,89.99,200,11,12
912,84.98,84.98,300,11,12
913,80,80,297.9,11,12
914,77.06,77.06,0.2,11,12
915,75,75,30.2,11,12
916,72.5,72.5,160.9,11,12
917,70,70,25.5,11,12
918,67.5,67.5,98.5,11,12
919,62,62,11.8,11,12
920,60,60,90.3,11,12
921,59.93,59.93,0.9,11,12
922,59,59,7.7,11,12
923,56.24,56.24,36.6,11,12
924,50.5,50.5,4.5,11,12
925,50,50,1.8,11,12
926,49.07,49.07,50,11,12
927,49,49,1.3,11,12
928,47.5,47.5,113.8,11,12
929,45.5,45.5,85.3,11,12
930,44,44,7.6,11,12
931,43.5,43.5,85.3,11,12
932,41.5,41.5,85.3,11,12
933,41.4,41.4,20,11,12
934,41,41,50,11,12
935,40,40,6.7,11,12
936,38.4,38.4,20,11,12
937,38,38,8.8,11,12
938,37.5,37.5,85.3,11,12
939,36.4,36.4,10,11,12
940,35.5,35.5,113.8,11,12
941,35,35,15,11,12
942,33,33,2.4,11,12
943,31.37,31.37,1.9,11,12
944,30,30,303,11,12
945,29,29,18.4,11,12
946,27.07,27.07,50,11,12
947,25.13,25.13,52,11,12
948,25,25,4,11,12
949,21.07,21.07,50,11,12
950,20.13,20.13,52,11,12
951,20,20,2,11,12
952,18.9,18.9,190,11,12
953,18.4,18.4,138,11,12
954,17.2,17.2,138,11,12
955,16.9,16.9,190,11,12
956,15.13,15.13,52,11,12
957,15.1,15.1,138,11,12
958,14.9,14.9,78,11,12
959,13.9,13.9,72,11,12
960,12.9,12.9,190,11,12
961,12.3,12.3,138,11,12
962,10,10,104.3,11,12
963,8.8,8.8,138,11,12
964,5,5,96.7,11,12
965,2,2,100,11,12
966,1,1,147,11,12
967,0.5,0.5,264.9,11,12
968,0.4,0.4,20.1,11,12
969,0.1,0.1,53.5,11,12
970,0,0,10096.5,11,12
971,180.3,180.3,17829.9,11,13
972,180,180,511.3,11,13
973,150,150,14.8,11,13
974,140,140,12.1,11,13
975,133.37,133.37,126.1,11,13
976,130,130,9.7,11,13
977,120.03,120.03,593.5,11,13
978,120,120,90.2,11,13
979,118.23,118.23,26.9,11,13
980,110,110,32.4,11,13
981,100,100,712.9,11,13
982,99.23,99.23,27.3,11,13
983,95,95,0.1,11,13
984,90,90,192.2,11,13
985,89.99,89.99,200,11,13
986,84.98,84.98,300,11,13
987,80,80,278.7,11,13
988,79.64,79.64,0.2,11,13
989,78,78,2.5,11,13
990,75,75,177.2,11,13
991,73,73,97,11,13
992,70,70,25.2,11,13
993,62,62,10.8,11,13
994,60,60,90.3,11,13
995,59.26,59.26,0.9,11,13
996,56.24,56.24,36,11,13
997,56,56,7.4,11,13
998,50.5,50.5,4.5,11,13
999,50,50,1.8,11,13
1000,49.75,49.75,50,11,13
1001,49,49,1.2,11,13
1002,46.5,46.5,112.2,11,13
1003,46,46,50,11,13
1004,44.5,44.5,84.2,11,13
1005,42.5,42.5,84.2,11,13
1006,41.4,41.4,20,11,13
1007,40.5,40.5,84.2,11,13
1008,40,40,6.9,11,13
1009,39,39,50,11,13
1010,38.4,38.4,20,11,13
1011,38,38,7.4,11,13
1012,37.6,37.6,8.7,11,13
1013,36.5,36.5,84.2,11,13
1014,36.4,36.4,10,11,13
1015,35,35,15.1,11,13
1016,34.5,34.5,112.2,11,13
1017,33,33,2.5,11,13
1018,32.04,32.04,1.9,11,13
1019,30,30,252.1,11,13
1020,27.75,27.75,50,11,13
1021,25.13,25.13,52,11,13
1022,25,25,3.9,11,13
1023,21.75,21.75,49.9,11,13
1024,21,21,18,11,13
1025,20.13,20.13,52,11,13
1026,20,20,2,11,13
1027,18.9,18.9,190,11,13
1028,18.4,18.4,138,11,13
1029,17.2,17.2,138,11,13
1030,16.9,16.9,190,11,13
1031,15.13,15.13,52,11,13
1032,15.1,15.1,138,11,13
1033,14.9,14.9,78,11,13
1034,13.9,13.9,72,11,13
1035,12.9,12.9,190,11,13
1036,12.3,12.3,138,11,13
1037,10,10,104.4,11,13
1038,8.8,8.8,138,11,13
1039,5,5,102.3,11,13
1040,2,2,100,11,13
1041,1,1,146.2,11,13
1042,0.5,0.5,265.3,11,13
1043,0.4,0.4,20.1,11,13
1044,0.1,0.1,54,11,13
1045,0,0,10167.4,11,13
1046,180.3,180.3,17586.6,11,14
1047,180,180,521.9,11,14
1048,150,150,12.9,11,14
1049,140,140,12.1,11,14
1050,133.37,133.37,122.6,11,14
1051,130,130,8.3,11,14
1052,120,120,79.7,11,14
1053,118.23,118.23,30.4,11,14
1054,110,110,30.7,11,14
1055,100,100,650.6,11,14
1056,99.25,99.25,586.8,11,14
1057,97.6,97.6,21.8,11,14
1058,90,90,165.5,11,14
1059,89.99,89.99,200,11,14
1060,84.98,84.98,300,11,14
1061,80,80,220.1,11,14
1062,76.33,76.33,0.2,11,14
1063,75,75,20.2,11,14
1064,70.13,70.13,137.7,11,14
1065,70,70,22,11,14
1066,65.13,65.13,75.5,11,14
1067,62,62,9.2,11,14
1068,60,60,89.7,11,14
1069,58.75,58.75,0.9,11,14
1070,56.24,56.24,28.6,11,14
1071,51,51,6.2,11,14
1072,50,50,1.9,11,14
1073,49.53,49.53,50,11,14
1074,49,49,1.2,11,14
1075,46.8,46.8,4.5,11,14
1076,44.75,44.75,97.6,11,14
1077,42.75,42.75,73.2,11,14
1078,41.4,41.4,20,11,14
1079,41,41,50,11,14
1080,40.75,40.75,73.2,11,14
1081,40,40,6.3,11,14
1082,38.75,38.75,73.2,11,14
1083,38.4,38.4,20,11,14
1084,37.3,37.3,6.8,11,14
1085,36.4,36.4,10,11,14
1086,35,35,14.7,11,14
1087,34.75,34.75,73.2,11,14
1088,34,34,50,11,14
1089,33,33,8.6,11,14
1090,32.75,32.75,97.6,11,14
1091,31.59,31.59,1.6,11,14
1092,30,30,243.2,11,14
1093,27.53,27.53,53,11,14
1094,25.13,25.13,52,11,14
1095,25,25,3.4,11,14
1096,21.53,21.53,52.9,11,14
1097,20.13,20.13,52,11,14
1098,20,20,2,11,14
1099,19,19,10.5,11,14
1100,18.9,18.9,190,11,14
1101,18.4,18.4,138,11,14
1102,17.2,17.2,138,11,14
1103,16.9,16.9,190,11,14
1104,16,16,15,11,14
1105,15.13,15.13,52,11,14
1106,15.1,15.1,138,11,14
1107,14.9,14.9,78,11,14
1108,13.9,13.9,72,11,14
1109,12.9,12.9,190,11,14
1110,12.3,12.3,138,11,14
1111,10,10,105.2,11,14
1112,9,9,190.6,11,14
1113,8.9,8.9,11.6,11,14
1114,8.8,8.8,138,11,14
1115,5,5,103.1,11,14
1116,2,2,100,11,14
1117,1,1,138.9,11,14
1118,0.5,0.5,94.4,11,14
1119,0.1,0.1,56.7,11,14
1120,0,0,10185.2,11,14
1121,180.3,180.3,17628.7,11,15
1122,180,180,519.9,11,15
1123,150,150,12.4,11,15
1124,140,140,12,11,15
1125,133.37,133.37,121.2,11,15
1126,130,130,7.8,11,15
1127,120,120,75.4,11,15
1128,118.23,118.23,31.8,11,15
1129,110,110,29,11,15
1130,100,100,621.9,11,15
1131,97,97,632.4,11,15
1132,96.07,96.07,20.5,11,15
1133,90,90,156,11,15
1134,89.99,89.99,200,11,15
1135,84.98,84.98,300,11,15
1136,80,80,193,11,15
1137,75,75,20.2,11,15
1138,73.6,73.6,0.1,11,15
1139,70,70,20.4,11,15
1140,64.24,64.24,124.5,11,15
1141,60,60,89.7,11,15
1142,59.24,59.24,53,11,15
1143,58,58,8.6,11,15
1144,56.55,56.55,0.8,11,15
1145,56.24,56.24,25.2,11,15
1146,51,51,5.5,11,15
1147,50,50,1.7,11,15
1148,46.67,46.67,50,11,15
1149,44.9,44.9,4.5,11,15
1150,42,42,50,11,15
1151,41.4,41.4,20,11,15
1152,41,41,92.1,11,15
1153,40,40,6.1,11,15
1154,39,39,70.3,11,15
1155,38.4,38.4,20,11,15
1156,37,37,69.1,11,15
1157,36.4,36.4,10,11,15
1158,35,35,83.8,11,15
1159,34.2,34.2,7.7,11,15
1160,33,33,57.5,11,15
1161,31,31,69.1,11,15
1162,30.12,30.12,1.3,11,15
1163,30,30,251,11,15
1164,29,29,92.1,11,15
1165,25.13,25.13,52,11,15
1166,25,25,3.3,11,15
1167,24.67,24.67,58.4,11,15
1168,20.13,20.13,52,11,15
1169,20,20,2,11,15
1170,19,19,10.4,11,15
1171,18.9,18.9,190,11,15
1172,18.67,18.67,58.4,11,15
1173,18.4,18.4,138,11,15
1174,17.2,17.2,138,11,15
1175,16.9,16.9,190,11,15
1176,16,16,13.8,11,15
1177,15.13,15.13,52,11,15
1178,15.1,15.1,138,11,15
1179,14.9,14.9,78,11,15
1180,13.9,13.9,72,11,15
1181,12.9,12.9,190,11,15
1182,12.3,12.3,138,11,15
1183,10,10,105.4,11,15
1184,9,9,192.7,11,15
1185,8.9,8.9,10.6,11,15
1186,8.8,8.8,138,11,15
1187,5,5,103,11,15
1188,2,2,100,11,15
1189,1,1,136.1,11,15
1190,0.5,0.5,95.7,11,15
1191,0.1,0.1,58,11,15
1192,0,0,9865.6,11,15
1193,180.3,180.3,16671.4,11,16
1194,180,180,495.6,11,16
1195,150,150,12.6,11,16
1196,140,140,11.7,11,16
1197,133.37,133.37,118.7,11,16
1198,130,130,7.6,11,16
1199,120,120,45,11,16
1200,118.23,118.23,34.3,11,16
1201,110,110,29.4,11,16
1202,100,100,408.4,11,16
1203,92.7,92.7,19.4,11,16
1204,90,90,204.6,11,16
1205,89.99,89.99,200,11,16
1206,89.12,89.12,653,11,16
1207,84.98,84.98,300,11,16
1208,81,81,52.5,11,16
1209,80,80,195.1,11,16
1210,75,75,0.2,11,16
1211,72.9,72.9,52.5,11,16
1212,71.36,71.36,0.1,11,16
1213,70,70,20.4,11,16
1214,60.97,60.97,123.5,11,16
1215,60,60,89.7,11,16
1216,56.24,56.24,25.1,11,16
1217,55.97,55.97,42.5,11,16
1218,55.45,55.45,0.8,11,16
1219,55,55,8.6,11,16
1220,50,50,1.8,11,16
1221,49,49,4.8,11,16
1222,44.85,44.85,50,11,16
1223,42.5,42.5,4.7,11,16
1224,41.4,41.4,20,11,16
1225,40,40,5.7,11,16
1226,38.4,38.4,20,11,16
1227,38,38,89.7,11,16
1228,36.45,36.45,52.5,11,16
1229,36.4,36.4,10,11,16
1230,36,36,67.3,11,16
1231,35,35,14.3,11,16
1232,34,34,117.3,11,16
1233,33,33,1.8,11,16
1234,32,32,67.3,11,16
1235,31.69,31.69,7.7,11,16
1236,31,31,4.7,11,16
1237,30,30,249.4,11,16
1238,29.02,29.02,1.3,11,16
1239,29,29,51.2,11,16
1240,28,28,67.3,11,16
1241,26,26,89.7,11,16
1242,25.13,25.13,52,11,16
1243,25,25,3.2,11,16
1244,22.85,22.85,49.9,11,16
1245,20.13,20.13,52,11,16
1246,20,20,2,11,16
1247,18.9,18.9,190,11,16
1248,18.4,18.4,138,11,16
1249,17.2,17.2,138,11,16
1250,16.9,16.9,190,11,16
1251,16.85,16.85,49.9,11,16
1252,15.13,15.13,52,11,16
1253,15.1,15.1,138,11,16
1254,14.9,14.9,78,11,16
1255,14,14,14.6,11,16
1256,13.9,13.9,72,11,16
1257,12.9,12.9,190,11,16
1258,12.3,12.3,138,11,16
1259,10,10,105.3,11,16
1260,9,9,192.8,11,16
1261,8.9,8.9,10.5,11,16
1262,8.8,8.8,138,11,16
1263,5,5,107.8,11,16
1264,2,2,100,11,16
1265,1,1,134.9,11,16
1266,0.5,0.5,96,11,16
1267,0.1,0.1,58.3,11,16
1268,0,0,9879.6,11,16
1269,180.3,180.3,16179.6,11,17
1270,180,180,489,11,17
1271,150,150,12.5,11,17
1272,140,140,11.2,11,17
1273,133.37,133.37,119,11,17
1274,130,130,7.8,11,17
1275,120,120,44.8,11,17
1276,118.23,118.23,34,11,17
1277,110,110,29.8,11,17
1278,100,100,408.9,11,17
1279,92.48,92.48,19.7,11,17
1280,90,90,206.9,11,17
1281,89.99,89.99,200,11,17
1282,89.12,89.12,658.6,11,17
1283,84.98,84.98,300,11,17
1284,81,81,53.9,11,17
1285,80,80,200.1,11,17
1286,75,75,0.2,11,17
1287,72.9,72.9,53.9,11,17
1288,71.78,71.78,0.1,11,17
1289,70,70,20.3,11,17
1290,65,65,126.3,11,17
1291,60,60,115.4,11,17
1292,56.24,56.24,25.9,11,17
1293,55.21,55.21,0.8,11,17
1294,55,55,8.9,11,17
1295,50,50,1.8,11,17
1296,49,49,4.8,11,17
1297,44.47,44.47,50,11,17
1298,42.1,42.1,4.8,11,17
1299,41.4,41.4,20,11,17
1300,40,40,5.6,11,17
1301,39,39,90.2,11,17
1302,38.4,38.4,20,11,17
1303,37,37,67.7,11,17
1304,36.45,36.45,53.9,11,17
1305,36.4,36.4,10,11,17
1306,35,35,91.9,11,17
1307,34.2,34.2,8,11,17
1308,33,33,69.7,11,17
1309,32,32,100,11,17
1310,31,31,4.7,11,17
1311,30,30,203.9,11,17
1312,29,29,69,11,17
1313,28.35,28.35,1.3,11,17
1314,27,27,90.2,11,17
1315,25.13,25.13,52,11,17
1316,25,25,3.3,11,17
1317,22.47,22.47,50,11,17
1318,20.13,20.13,52,11,17
1319,20,20,2,11,17
1320,18.9,18.9,190,11,17
1321,18.4,18.4,138,11,17
1322,17.2,17.2,138,11,17
1323,16.9,16.9,190,11,17
1324,16.47,16.47,49.9,11,17
1325,15.13,15.13,52,11,17
1326,15.1,15.1,138,11,17
1327,14.9,14.9,78,11,17
1328,14,14,14.8,11,17
1329,13.9,13.9,72,11,17
1330,12.9,12.9,190,11,17
1331,12.3,12.3,138,11,17
1332,10,10,105.2,11,17
1333,9,9,155.2,11,17
1334,8.9,8.9,3.3,11,17
1335,8.8,8.8,138,11,17
1336,5,5,108,11,17
1337,2,2,100,11,17
1338,1,1,135.1,11,17
1339,0.5,0.5,95.9,11,17
1340,0.1,0.1,58.2,11,17
1341,0,0,9889.6,11,17
1342,180.3,180.3,16699.9,11,18
1343,180,180,486.8,11,18
1344,150,150,12.9,11,18
1345,140,140,11.9,11,18
1346,133.37,133.37,127.8,11,18
1347,130,130,7.9,11,18
1348,120,120,46,11,18
1349,118.23,118.23,25.2,11,18
1350,110,110,30.4,11,18
1351,100.81,100.81,608.7,11,18
1352,100.24,100.24,20.6,11,18
1353,100,100,401.5,11,18
1354,95,95,4.3,11,18
1355,90,90,217.3,11,18
1356,89.99,89.99,200,11,18
1357,86.63,86.63,0.1,11,18
1358,84.98,84.98,300,11,18
1359,81,81,55.5,11,18
1360,80,80,206.7,11,18
1361,76,76,4.5,11,18
1362,75,75,0.2,11,18
1363,72.9,72.9,55.5,11,18
1364,71,71,100,11,18
1365,70,70,20.4,11,18
1366,60,60,90.3,11,18
1367,59,59,9,11,18
1368,56.24,56.24,27.5,11,18
1369,55.85,55.85,0.8,11,18
1370,50,50,1.4,11,18
1371,49,49,4.2,11,18
1372,45.8,45.8,4.7,11,18
1373,42.34,42.34,49.9,11,18
1374,42,42,90.3,11,18
1375,41.4,41.4,20,11,18
1376,40,40,73.7,11,18
1377,38.4,38.4,26.1,11,18
1378,38,38,67.8,11,18
1379,36.45,36.45,55.5,11,18
1380,36.4,36.4,10,11,18
1381,36,36,67.8,11,18
1382,35,35,96.4,11,18
1383,33,33,2.1,11,18
1384,32,32,107.8,11,18
1385,31,31,34.2,11,18
1386,30,30,343.9,11,18
1387,29.49,29.49,1.5,11,18
1388,29,29,1.3,11,18
1389,25.13,25.13,52,11,18
1390,25,25,3.3,11,18
1391,24.34,24.34,62,11,18
1392,20.13,20.13,52,11,18
1393,20,20,2,11,18
1394,18.9,18.9,190,11,18
1395,18.4,18.4,138,11,18
1396,18.34,18.34,62,11,18
1397,18,18,50,11,18
1398,17.2,17.2,138,11,18
1399,16.9,16.9,190,11,18
1400,15.13,15.13,52,11,18
1401,15.1,15.1,138,11,18
1402,14.9,14.9,78,11,18
1403,14,14,16.6,11,18
1404,13.9,13.9,72,11,18
1405,12.9,12.9,190,11,18
1406,12.3,12.3,138,11,18
1407,10,10,105.2,11,18
1408,9,9,155.2,11,18
1409,8.9,8.9,3.3,11,18
1410,8.8,8.8,138,11,18
1411,5,5,163.1,11,18
1412,2,2,100,11,18
1413,1,1,135.2,11,18
1414,0.5,0.5,95.5,11,18
1415,0.1,0.1,57.9,11,18
1416,0,0,9955.5,11,18
1417,180.3,180.3,17238.6,11,19
1418,180,180,483,11,19
1419,150,150,13.4,11,19
1420,140,140,13,11,19
1421,133.36,133.36,146.1,11,19
1422,130,130,7.5,11,19
1423,120,120,48.6,11,19
1424,118.58,118.58,497.6,11,19
1425,110,110,188.1,11,19
1426,109.02,109.02,20.8,11,19
1427,100,100,245.5,11,19
1428,99,99,115.5,11,19
1429,95,95,0.1,11,19
1430,91.7,91.7,0.1,11,19
1431,90,90,334.9,11,19
1432,89.99,89.99,200,11,19
1433,85,85,0.5,11,19
1434,84.98,84.98,300,11,19
1435,80,80,0.1,11,19
1436,75,75,4.2,11,19
1437,70,70,94.5,11,19
1438,65,65,94.1,11,19
1439,63,63,70.6,11,19
1440,61,61,70.6,11,19
1441,60,60,90.4,11,19
1442,59.01,59.01,0.7,11,19
1443,59,59,70.6,11,19
1444,58.2,58.2,4.5,11,19
1445,56.24,56.24,27.8,11,19
1446,54,54,70.6,11,19
1447,53.23,53.23,150,11,19
1448,52,52,94.1,11,19
1449,51,51,3.6,11,19
1450,50,50,1.4,11,19
1451,49.5,49.5,115.5,11,19
1452,48.6,48.6,50,11,19
1453,45.69,45.69,4.1,11,19
1454,41.4,41.4,20,11,19
1455,40,40,6.2,11,19
1456,39,39,55,11,19
1457,38.4,38.4,20,11,19
1458,38,38,60,11,19
1459,37,37,60,11,19
1460,36.4,36.4,10,11,19
1461,35,35,54.7,11,19
1462,33,33,5.6,11,19
1463,31.39,31.39,1.5,11,19
1464,30,30,246.5,11,19
1465,29,29,1.3,11,19
1466,26.6,26.6,106,11,19
1467,25.13,25.13,52,11,19
1468,25,25,53.4,11,19
1469,20.6,20.6,105.9,11,19
1470,20.13,20.13,52,11,19
1471,20,20,2,11,19
1472,18.9,18.9,190,11,19
1473,18.4,18.4,138,11,19
1474,17.2,17.2,138,11,19
1475,16.9,16.9,190,11,19
1476,16,16,17.7,11,19
1477,15.13,15.13,52,11,19
1478,15.1,15.1,138,11,19
1479,14.9,14.9,78,11,19
1480,13.9,13.9,72,11,19
1481,12.9,12.9,190,11,19
1482,12.3,12.3,138,11,19
1483,10,10,105.2,11,19
1484,9,9,153.9,11,19
1485,8.9,8.9,4,11,19
1486,8.8,8.8,138,11,19
1487,7,7,50,11,19
1488,5,5,113.5,11,19
1489,2,2,100,11,19
1490,1,1,137.1,11,19
1491,0.5,0.5,95.6,11,19
1492,0.1,0.1,58,11,19
1493,0,0,10406.8,11,19
1494,180.3,180.3,18533.1,11,20
1495,180,180,496.2,11,20
1496,150,150,13.3,11,20
1497,149,149,349.7,11,20
1498,140,140,13.8,11,20
1499,133.36,133.36,173,11,20
1500,130,130,7.6,11,20
1501,120,120,50.4,11,20
1502,118.22,118.22,10.4,11,20
1503,113.92,113.92,20.9,11,20
1504,110,110,419.3,11,20
1505,100,100,18.4,11,20
1506,95,95,163.6,11,20
1507,94.6,94.6,0.2,11,20
1508,90,90,176.1,11,20
1509,89.99,89.99,200,11,20
1510,85,85,0.5,11,20
1511,84.98,84.98,300,11,20
1512,80,80,0.1,11,20
1513,75,75,98.2,11,20
1514,73,73,71.3,11,20
1515,71,71,71.3,11,20
1516,70,70,105.9,11,20
1517,69.9,69.9,4.8,11,20
1518,69,69,71.3,11,20
1519,64,64,71.3,11,20
1520,62,62,95.5,11,20
1521,60.68,60.68,190,11,20
1522,60,60,204.5,11,20
1523,57,57,114.6,11,20
1524,56.51,56.51,50,11,20
1525,56.24,56.24,28,11,20
1526,53,53,3,11,20
1527,50.54,50.54,2.9,11,20
1528,50,50,1.3,11,20
1529,49,49,1.3,11,20
1530,46,46,30,11,20
1531,45,45,60,11,20
1532,44,44,60,11,20
1533,41.4,41.4,20,11,20
1534,40,40,6.7,11,20
1535,38.4,38.4,20,11,20
1536,36.4,36.4,10,11,20
1537,35,35,58,11,20
1538,33.41,33.41,1.5,11,20
1539,33,33,2,11,20
1540,32,32,50,11,20
1541,30,30,226.5,11,20
1542,27.51,27.51,190.5,11,20
1543,25.13,25.13,52,11,20
1544,25,25,3.4,11,20
1545,24.51,24.51,190.5,11,20
1546,24,24,50,11,20
1547,20.13,20.13,52,11,20
1548,20,20,2,11,20
1549,19,19,9.8,11,20
1550,18.9,18.9,190,11,20
1551,18.4,18.4,138,11,20
1552,18,18,20,11,20
1553,17.2,17.2,138,11,20
1554,16.9,16.9,190,11,20
1555,15.13,15.13,52,11,20
1556,15.1,15.1,138,11,20
1557,14.9,14.9,78,11,20
1558,13.9,13.9,72,11,20
1559,12.9,12.9,190,11,20
1560,12.3,12.3,138,11,20
1561,10,10,105.4,11,20
1562,9,9,59.2,11,20
1563,8.8,8.8,138,11,20
1564,5,5,108.6,11,20
1565,2,2,100,11,20
1566,1,1,137.5,11,20
1567,0.5,0.5,95,11,20
1568,0.1,0.1,57.4,11,20
1569,0,0,10600.1,11,20
1570,180.3,180.3,18465.8,11,21
1571,180,180,485.8,11,21
1572,150,150,12.7,11,21
1573,149,149,292.2,11,21
1574,140,140,14.2,11,21
1575,133.36,133.36,118.7,11,21
1576,130,130,7.3,11,21
1577,120,120,50.1,11,21
1578,114.36,114.36,18.9,11,21
1579,110,110,412.3,11,21
1580,105,105,8.2,11,21
1581,100,100,17.7,11,21
1582,95,95,133.4,11,21
1583,94.34,94.34,0.2,11,21
1584,90,90,172.7,11,21
1585,89.99,89.99,200,11,21
1586,85,85,0.3,11,21
1587,84.98,84.98,300,11,21
1588,80,80,0.1,11,21
1589,75,75,3.2,11,21
1590,71.5,71.5,4.5,11,21
1591,70,70,89.9,11,21
1592,62.24,62.24,0.5,11,21
1593,60,60,90.4,11,21
1594,59,59,109.8,11,21
1595,56.24,56.24,25.8,11,21
1596,56.05,56.05,109.8,11,21
1597,53.13,53.13,50,11,21
1598,53,53,3,11,21
1599,50,50,1.2,11,21
1600,49,49,90.8,11,21
1601,47,47,68.1,11,21
1602,46.1,46.1,2.8,11,21
1603,45,45,68.1,11,21
1604,43,43,68.1,11,21
1605,41.4,41.4,20,11,21
1606,41,41,68.1,11,21
1607,40,40,6.7,11,21
1608,39,39,91.6,11,21
1609,38.4,38.4,20,11,21
1610,36.4,36.4,10,11,21
1611,35,35,57.9,11,21
1612,34.85,34.85,1.5,11,21
1613,33,33,2.2,11,21
1614,30,30,223.8,11,21
1615,25.13,25.13,52,11,21
1616,25,25,3.3,11,21
1617,24.13,24.13,225,11,21
1618,22,22,50,11,21
1619,21.13,21.13,225,11,21
1620,20.13,20.13,52,11,21
1621,20,20,2,11,21
1622,19,19,9.5,11,21
1623,18.9,18.9,190,11,21
1624,18.4,18.4,138,11,21
1625,18,18,19.1,11,21
1626,17.2,17.2,138,11,21
1627,16.9,16.9,190,11,21
1628,15.13,15.13,52,11,21
1629,15.1,15.1,138,11,21
1630,14.9,14.9,78,11,21
1631,13.9,13.9,72,11,21
1632,12.9,12.9,190,11,21
1633,12.3,12.3,138,11,21
1634,10,10,105.6,11,21
1635,8.8,8.8,138,11,21
1636,5,5,108.8,11,21
1637,2,2,100,11,21
1638,1,1,185.5,11,21
1639,0.5,0.5,154.2,11,21
1640,0.1,0.1,57.9,11,21
1641,0,0,10604.7,11,21
1642,180.3,180.3,18560.1,11,22
1643,180,180,474.1,11,22
1644,160,160,296.4,11,22
1645,150,150,11.8,11,22
1646,140,140,14.8,11,22
1647,133.36,133.36,170.2,11,22
1648,130,130,6.6,11,22
1649,120,120,48.8,11,22
1650,118.22,118.22,13.2,11,22
1651,114.83,114.83,15.5,11,22
1652,110,110,400.3,11,22
1653,100,100,15.9,11,22
1654,99,99,7.3,11,22
1655,95,95,108.8,11,22
1656,93.94,93.94,0.2,11,22
1657,90,90,164.2,11,22
1658,89.99,89.99,200,11,22
1659,85,85,0.5,11,22
1660,84.98,84.98,300,11,22
1661,80,80,0.1,11,22
1662,75,75,7.2,11,22
1663,70,70,38.2,11,22
1664,68.9,68.9,4.3,11,22
1665,60.7,60.7,0.5,11,22
1666,60,60,188.4,11,22
1667,57,57,98.1,11,22
1668,56.24,56.24,21.9,11,22
1669,53,53,2.6,11,22
1670,51.12,51.12,49.9,11,22
1671,50,50,0.9,11,22
1672,49,49,0.8,11,22
1673,46,46,79.1,11,22
1674,44,44,59.4,11,22
1675,42,42,59.4,11,22
1676,41.4,41.4,20,11,22
1677,40,40,66,11,22
1678,39.9,39.9,2.7,11,22
1679,38.4,38.4,20,11,22
1680,38,38,59.4,11,22
1681,36.4,36.4,10,11,22
1682,36,36,79.1,11,22
1683,35.94,35.94,1.3,11,22
1684,35,35,57.5,11,22
1685,33,33,2.1,11,22
1686,30,30,241.2,11,22
1687,25.13,25.13,52,11,22
1688,25,25,3,11,22
1689,23,23,50,11,22
1690,22.12,22.12,225,11,22
1691,20.13,20.13,52,11,22
1692,20,20,2,11,22
1693,19.12,19.12,224.9,11,22
1694,18.9,18.9,190,11,22
1695,18.4,18.4,138,11,22
1696,18,18,16.7,11,22
1697,17.2,17.2,138,11,22
1698,16.9,16.9,190,11,22
1699,15.13,15.13,52,11,22
1700,15.1,15.1,138,11,22
1701,14.9,14.9,78,11,22
1702,13.9,13.9,72,11,22
1703,12.9,12.9,190,11,22
1704,12.3,12.3,138,11,22
1705,10,10,106.2,11,22
1706,8.8,8.8,138,11,22
1707,5,5,113.6,11,22
1708,2,2,100,11,22
1709,1,1,129.7,11,22
1710,0.5,0.5,155.8,11,22
1711,0.1,0.1,59.4,11,22
1712,0.01,0.01,53,11,22
1713,0,0,10601.5,11,22
1714,180.3,180.3,17033.5,11,23
1715,180,180,466.4,11,23
1716,150,150,10.7,11,23
1717,140,140,15.2,11,23
1718,133.36,133.36,142,11,23
1719,130,130,6.4,11,23
1720,120,120,46.4,11,23
1721,118.22,118.22,4.2,11,23
1722,117.84,117.84,640.7,11,23
1723,110,110,552.2,11,23
1724,107.11,107.11,13.6,11,23
1725,100,100,14.5,11,23
1726,95,95,93.8,11,23
1727,90.74,90.74,0.2,11,23
1728,90,90,155,11,23
1729,89.99,89.99,200,11,23
1730,85,85,0.5,11,23
1731,84.98,84.98,300,11,23
1732,80,80,3.4,11,23
1733,75,75,46.2,11,23
1734,70,70,47.6,11,23
1735,64,64,6.7,11,23
1736,60,60,90.1,11,23
1737,56.39,56.39,0.3,11,23
1738,56.24,56.24,19.7,11,23
1739,55,55,3.7,11,23
1740,50,50,0.6,11,23
1741,47,47,3.9,11,23
1742,45.9,45.9,50,11,23
1743,41.4,41.4,20,11,23
1744,41.08,41.08,50,11,23
1745,40,40,6.7,11,23
1746,39,39,0.7,11,23
1747,38.5,38.5,68.1,11,23
1748,38.4,38.4,20,11,23
1749,36.5,36.5,51.1,11,23
1750,36.4,36.4,10,11,23
1751,35,35,57.1,11,23
1752,34.5,34.5,51.1,11,23
1753,34.16,34.16,1.2,11,23
1754,33,33,1.9,11,23
1755,32.5,32.5,51.1,11,23
1756,30.5,30.5,51.1,11,23
1757,30,30,266.5,11,23
1758,29,29,3.8,11,23
1759,28.5,28.5,68.1,11,23
1760,27.9,27.9,50,11,23
1761,25.13,25.13,52,11,23
1762,25,25,2.8,11,23
1763,23.9,23.9,49.9,11,23
1764,22,22,50,11,23
1765,20.13,20.13,52,11,23
1766,20,20,2,11,23
1767,18.9,18.9,190,11,23
